id,inhabitant per km^2
6156,121.87
908,21.74
909,91.29
3987,23.17
41,106.77
5730,243.59
40,106.17
3669,5.11
3932,11.29
501,134.64
1347,237.2
3986,9.89
228,177.18
4042,1991.33
6119,26.38
756,93.47
4077,443.6
625,107.22
4696,380.24
6295,20.81
751,625.68
5571,56.74
6296,26.49
3218,685.64
1067,364.48
2308,146.13
943,153.65
4179,176.82
4286,192.23
4616,77.57
944,589.96
159,1705.41
4078,188.57
1145,72.82
248,938.81
2278,144.76
6201,18.67
3219,147.81
249,1082.2
4013,1440.21
1375,49.92
4146,332.85
945,137.15
4079,288.86
2463,131.82
1219,8.67
593,404.62
4044,867.88
42,127.37
3946,88.36
1709,335.8
250,1279.66
3670,32.41
3006,46.57
344,99.67
5932,60.59
2102,196.32
551,867.32
198,1187.14
885,514.59
4451,419.22
552,248.41
3339,828.29
3408,883.75
5268,2110.49
3847,7.75
6730,67.59
6157,47.77
2163,21.52
6487,133.35
6512,87.43
6485,134.05
717,214.61
5831,88.33
5933,288.65
5763,94.05
5934,86.27
2045,114.77
5764,157.52
3603,5.64
3764,5.68
6642,569.61
6116,48.2
5765,36.99
2155,102.18
6415,155.06
5650,98.07
3506,63.94
359,211.69
6728,34.8
4120,276.92
6806,61.0
6249,477.17
3836,12.43
5132,1.57
5230,384.11
2052,134.01
6219,333.63
6643,4523.5
6644,1257.06
5890,8276.6
6089,138.65
6250,1252.41
6645,1725.88
6267,545.95
5891,128.72
5231,1449.28
5732,574.36
5233,200.0
2279,129.45
5935,103.45
5651,427.71
5690,35.8
5537,145.22
5652,186.8
2228,2219.74
2230,60.14
5830,54.04
2111,222.6
2047,104.76
5414,171.43
448,57.01
4121,181.16
4080,585.57
4122,276.94
2114,84.13
3297,142.13
502,185.75
5863,323.15
6158,120.76
6297,580.24
6298,26.76
1068,147.98
5135,11.67
43,103.67
199,1323.05
6036,105.47
4287,187.98
1348,36.27
6159,118.52
2160,217.54
5539,104.12
5692,166.06
5503,226.02
5653,377.88
5937,43.87
2049,43.75
2113,93.44
2231,159.46
5766,106.86
5803,68.81
5654,66.72
5464,133.77
6220,49.72
6025,566.7
946,66.38
4871,141.62
2792,259.67
1710,264.82
3036,123.57
888,88.93
120,374.21
2895,139.61
3444,112.5
3007,265.72
3298,120.87
626,102.91
4261,424.11
2283,115.21
69,2423.68
990,155.56
991,188.27
754,142.92
44,93.13
3616,10.43
4240,603.06
959,65.87
2585,153.44
3037,293.29
1349,577.99
992,436.28
2586,732.85
200,976.86
993,148.62
3276,125.29
4621,150.73
1220,4.41
70,145.43
886,198.0
3379,167.53
1146,672.45
3316,295.37
4262,151.83
1069,366.55
102,143.84
4946,719.56
251,835.56
180,255.76
2429,86.66
394,86.26
2865,124.79
1009,130.27
4045,1909.03
14,1305.04
121,1460.56
632,355.05
4081,1378.76
3238,2215.91
995,300.66
298,325.63
553,68.53
4951,138.02
1147,178.38
3427,1135.51
71,153.96
181,209.21
2974,80.86
182,95.27
594,193.06
3359,30.5
4786,1085.9
6202,39.21
554,231.84
671,93.43
4288,139.17
423,92.69
1151,186.38
769,108.28
4123,1495.53
72,524.2
2866,88.58
230,1589.21
2501,460.76
2502,84.17
4322,95.44
3204,784.63
2481,563.77
2867,134.06
4181,108.09
4082,1254.02
360,248.09
4046,340.86
1511,23.11
3038,255.03
996,76.95
2408,302.47
1107,302.24
1323,1111.51
627,544.95
755,814.7
4791,92.42
345,316.21
424,71.18
960,99.4
142,1245.88
4701,84.78
4781,278.36
4182,105.9
2309,412.87
4047,487.43
4048,688.89
5655,146.86
5938,2191.14
5939,236.15
5415,84.11
2868,60.66
4183,159.48
4263,200.26
1150,143.88
231,439.14
6299,38.35
6300,23.73
3746,4.56
4147,228.77
2834,197.44
556,170.16
4511,184.91
3712,16.48
3947,306.66
4289,1037.49
361,1887.25
161,1622.01
2534,1872.16
4083,912.29
1711,1351.18
2622,175.76
2310,207.85
160,943.8
2869,363.86
3791,19.03
4264,103.25
557,163.79
3426,537.05
794,40.81
947,125.93
2793,490.46
6011,0.98
628,301.84
261,4514.63
5624,1704.15
5702,49.53
