commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Mels,8617,0.2,0.29,0.33,0.17,0.5,0.84
Meltingen,664,0.19,0.23,0.38,0.2,0.51,0.94
Mendrisio,14929,0.15,0.25,0.37,0.23,0.49,0.78
Menziken,5929,0.19,0.28,0.35,0.18,0.49,0.62
Menzingen,4439,0.18,0.25,0.38,0.19,0.49,0.81
Menznau,2882,0.22,0.29,0.34,0.16,0.52,0.91
Merenschwand,3420,0.21,0.28,0.38,0.13,0.52,0.82
Mergoscia,218,0.13,0.17,0.44,0.26,0.52,0.89
Merishausen,865,0.24,0.23,0.37,0.17,0.5,0.86
Mervelier,508,0.17,0.25,0.36,0.22,0.48,0.98
Merzligen,401,0.16,0.19,0.35,0.3,0.51,0.97
Mesocco,1349,0.14,0.2,0.41,0.24,0.52,0.8
Messen,1461,0.2,0.24,0.38,0.17,0.51,0.96
Mettauertal,1929,0.16,0.23,0.4,0.2,0.5,0.88
Mettembert,107,0.19,0.25,0.41,0.15,0.5,0.88
Mettmenstetten,4669,0.19,0.26,0.38,0.16,0.5,0.86
Metzerlen-Mariastein,910,0.14,0.21,0.44,0.21,0.52,0.9
Mex (VD),677,0.17,0.31,0.35,0.17,0.48,0.73
Meyriez,592,0.18,0.22,0.4,0.2,0.49,0.93
Meyrin,22148,0.19,0.3,0.33,0.18,0.5,0.55
Mezzovico-Vira,1358,0.21,0.23,0.39,0.16,0.5,0.83
Mies,1981,0.24,0.22,0.39,0.15,0.5,0.6
Miglieglia,311,0.24,0.19,0.38,0.19,0.49,0.84
Milvignes,9067,0.19,0.26,0.35,0.2,0.49,0.8
Minusio,7242,0.15,0.21,0.37,0.27,0.46,0.76
Mirchel,626,0.23,0.25,0.35,0.17,0.51,0.96
Misery-Courtion,1834,0.23,0.29,0.35,0.12,0.52,0.78
Missy,349,0.19,0.3,0.32,0.19,0.5,0.86
Miège,1348,0.24,0.26,0.35,0.16,0.48,0.85
Moiry,290,0.22,0.27,0.36,0.16,0.48,0.92
Moleno,123,0.15,0.29,0.39,0.16,0.53,0.8
Mollens (VD),295,0.18,0.29,0.36,0.17,0.51,0.87
Mollens (VS),972,0.16,0.23,0.36,0.25,0.51,0.73
Molondin,223,0.18,0.29,0.32,0.21,0.48,0.84
Mont-Noble,1033,0.12,0.19,0.35,0.34,0.47,0.9
Mont-Tramelan,116,0.22,0.34,0.26,0.19,0.44,0.97
Mont-Vully,3494,0.17,0.23,0.41,0.19,0.51,0.83
Mont-la-Ville,383,0.2,0.19,0.39,0.21,0.51,0.89
Mont-sur-Rolle,2618,0.24,0.24,0.38,0.14,0.49,0.69
Montagny (FR),2354,0.22,0.28,0.34,0.15,0.49,0.88
Montagny-près-Yverdon,713,0.2,0.28,0.36,0.16,0.51,0.86
Montalchez,243,0.29,0.25,0.3,0.16,0.5,0.94
Montana,2363,0.13,0.23,0.35,0.28,0.48,0.69
Montanaire,2416,0.21,0.28,0.35,0.16,0.51,0.88
Montcherand,474,0.22,0.29,0.37,0.13,0.49,0.9
Monte Carasso,2832,0.19,0.29,0.36,0.16,0.49,0.8
Monteceneri,4692,0.18,0.28,0.39,0.15,0.53,0.77
Monteggio,900,0.15,0.2,0.38,0.27,0.49,0.78
Montet (Glâne),392,0.23,0.24,0.41,0.12,0.53,0.88
Montfaucon,610,0.2,0.25,0.35,0.2,0.53,0.95
Montherod,519,0.2,0.28,0.42,0.1,0.51,0.72
Monthey,17511,0.18,0.3,0.34,0.17,0.49,0.67
Montilliez,1656,0.24,0.26,0.38,0.12,0.5,0.86
Montpreveyres,626,0.25,0.29,0.36,0.1,0.51,0.79
Montreux,26423,0.15,0.34,0.32,0.19,0.47,0.53
Montricher,958,0.22,0.28,0.35,0.15,0.49,0.86
Moosleerau,917,0.2,0.29,0.36,0.15,0.53,0.86
Moosseedorf,4012,0.17,0.31,0.35,0.16,0.5,0.8
Morbio Inferiore,4631,0.17,0.22,0.39,0.22,0.47,0.76
Morcote,769,0.12,0.2,0.42,0.27,0.5,0.58
Morens (FR),154,0.23,0.23,0.38,0.16,0.54,0.88
Morges,15674,0.16,0.31,0.32,0.2,0.48,0.64
Morlon,592,0.21,0.27,0.35,0.17,0.49,0.88
Morrens (VD),1054,0.22,0.25,0.35,0.18,0.48,0.87
Morschach,1124,0.21,0.29,0.37,0.13,0.53,0.81
Mosnang,2802,0.24,0.25,0.35,0.16,0.52,0.96
Moudon,5924,0.23,0.32,0.32,0.13,0.49,0.53
Moutier,7613,0.18,0.27,0.34,0.21,0.49,0.73
Movelier,391,0.13,0.2,0.42,0.25,0.5,0.9
Muhen,3831,0.18,0.27,0.37,0.18,0.5,0.87
Mumpf,1331,0.15,0.25,0.43,0.16,0.51,0.72
Muntelier,955,0.17,0.21,0.42,0.2,0.5,0.93
Muolen,1205,0.23,0.29,0.34,0.13,0.5,0.93
Muotathal,3499,0.21,0.29,0.34,0.17,0.52,0.95
Muralto,2724,0.1,0.21,0.35,0.34,0.47,0.72
Murgenthal,2892,0.18,0.26,0.38,0.17,0.51,0.81
Muri (AG),7591,0.2,0.29,0.35,0.17,0.5,0.79
Muri bei Bern,12981,0.16,0.21,0.36,0.27,0.48,0.84
Muriaux,504,0.18,0.27,0.34,0.2,0.52,0.92
Murist,621,0.22,0.26,0.36,0.15,0.5,0.92
Murten,8119,0.19,0.26,0.37,0.19,0.49,0.81
Mutrux,154,0.23,0.32,0.3,0.16,0.51,0.94
Mutten,72,0.24,0.22,0.35,0.19,0.57,0.97
Muttenz,17606,0.16,0.25,0.36,0.23,0.49,0.8
Muzzano,820,0.17,0.22,0.39,0.23,0.47,0.8
Mägenwil,2083,0.22,0.29,0.37,0.13,0.52,0.79
Männedorf,10589,0.19,0.22,0.38,0.21,0.48,0.81
Märstetten,2758,0.2,0.28,0.38,0.14,0.5,0.87
Ménières,414,0.26,0.29,0.31,0.14,0.51,0.86
Mézières (FR),995,0.2,0.28,0.36,0.16,0.5,0.86
Möhlin,10852,0.2,0.28,0.36,0.16,0.5,0.75
Mönchaltorf,3677,0.2,0.23,0.37,0.2,0.49,0.85
Mönthal,391,0.12,0.24,0.42,0.22,0.51,0.88
Mörel-Filet,686,0.14,0.27,0.34,0.25,0.49,0.86
Mörigen,843,0.15,0.18,0.4,0.27,0.47,0.94
Möriken-Wildegg,4395,0.19,0.26,0.37,0.17,0.5,0.8
Mörschwil,3560,0.2,0.24,0.38,0.18,0.5,0.91
Mötschwil,137,0.19,0.26,0.37,0.18,0.53,0.93
Mühlau,1068,0.2,0.28,0.4,0.12,0.51,0.85
Mühleberg,2854,0.16,0.25,0.39,0.2,0.5,0.91
Mühledorf (BE),245,0.25,0.24,0.34,0.18,0.47,0.96
Mühlethurnen,1394,0.18,0.24,0.38,0.21,0.48,0.95
Müllheim,2884,0.19,0.27,0.39,0.15,0.5,0.84
Mülligen,1057,0.18,0.31,0.39,0.13,0.51,0.83
Mümliswil-Ramiswil,2444,0.18,0.26,0.37,0.2,0.52,0.9
Münchenbuchsee,9947,0.18,0.28,0.35,0.19,0.49,0.84
Münchenstein,11899,0.16,0.27,0.36,0.21,0.49,0.75
Münchenwiler,480,0.2,0.25,0.41,0.14,0.51,0.88
Münchwilen (AG),902,0.17,0.3,0.36,0.17,0.52,0.77
Münchwilen (TG),5270,0.2,0.3,0.36,0.14,0.5,0.79
Münsingen,11812,0.18,0.24,0.35,0.24,0.48,0.89
Münster-Geschinen,450,0.13,0.24,0.37,0.27,0.49,0.87
Münsterlingen,3199,0.18,0.26,0.39,0.17,0.5,0.62
Müntschemier,1333,0.19,0.27,0.38,0.16,0.5,0.71
Naters,9807,0.16,0.29,0.35,0.2,0.49,0.86
Nebikon,2565,0.21,0.31,0.35,0.13,0.5,0.73
Neckertal,3997,0.2,0.26,0.37,0.17,0.52,0.91
Neerach,3047,0.14,0.23,0.44,0.18,0.51,0.87
Neftenbach,5513,0.21,0.25,0.39,0.14,0.5,0.89
Neggio,327,0.15,0.25,0.39,0.21,0.49,0.88
Nendaz,6301,0.16,0.27,0.37,0.2,0.51,0.86
Nenzlingen,420,0.2,0.23,0.39,0.18,0.51,0.9
Nesslau,3608,0.18,0.24,0.36,0.22,0.5,0.92
Neuchâtel,33705,0.16,0.34,0.32,0.18,0.48,0.66
Neuendorf,2056,0.2,0.27,0.4,0.13,0.5,0.91
Neuenegg,5194,0.17,0.26,0.37,0.21,0.5,0.88
Neuenhof,8818,0.18,0.34,0.31,0.16,0.5,0.52
Neuenkirch,6645,0.22,0.29,0.37,0.13,0.51,0.9
Neuhausen am Rheinfall,10311,0.16,0.29,0.33,0.22,0.5,0.6
Neuheim,2154,0.21,0.26,0.4,0.13,0.54,0.78
Neunforn,963,0.14,0.24,0.4,0.22,0.52,0.93
Neunkirch,2084,0.18,0.28,0.36,0.18,0.51,0.82
Neyruz (FR),2572,0.23,0.32,0.35,0.11,0.51,0.83
Nidau,6954,0.16,0.29,0.32,0.23,0.47,0.75
Niederbipp,4524,0.17,0.3,0.38,0.15,0.51,0.78
Niederbuchsiten,1122,0.18,0.29,0.39,0.14,0.51,0.86
Niederbüren,1519,0.23,0.29,0.36,0.12,0.52,0.91
Niederdorf,1788,0.17,0.26,0.36,0.21,0.5,0.78
Niedergesteln,683,0.18,0.24,0.41,0.18,0.51,0.93
Niederglatt,4767,0.19,0.29,0.38,0.14,0.5,0.73
Niedergösgen,3758,0.17,0.28,0.36,0.19,0.5,0.72
Niederhasli,9100,0.2,0.3,0.36,0.14,0.5,0.75
Niederhelfenschwil,3008,0.24,0.26,0.36,0.14,0.51,0.94
Niederhünigen,606,0.2,0.27,0.39,0.14,0.48,0.98
Niederlenz,4546,0.21,0.3,0.35,0.14,0.5,0.72
Niedermuhlern,463,0.17,0.27,0.38,0.18,0.51,0.95
Niederried bei Interlaken,347,0.14,0.2,0.41,0.26,0.49,0.88
Niederrohrdorf,3693,0.19,0.27,0.36,0.18,0.49,0.83
Niederwald,47,0.11,0.17,0.38,0.34,0.51,0.91
Niederweningen,2853,0.21,0.25,0.41,0.13,0.5,0.84
Niederwil (AG),2760,0.19,0.29,0.39,0.13,0.51,0.84
Niederönz,1641,0.18,0.26,0.36,0.2,0.49,0.91
Nods,746,0.21,0.22,0.4,0.17,0.52,0.94
Noflen,304,0.21,0.34,0.31,0.15,0.53,0.95
Noréaz,623,0.23,0.3,0.35,0.12,0.5,0.93
Nottwil,3611,0.21,0.29,0.37,0.13,0.5,0.89
Novaggio,831,0.17,0.23,0.37,0.23,0.47,0.86
Novalles,102,0.25,0.25,0.34,0.16,0.5,0.94
Novazzano,2400,0.15,0.22,0.39,0.24,0.49,0.84
Noville,1029,0.23,0.27,0.36,0.14,0.5,0.74
Nufenen,156,0.29,0.18,0.3,0.23,0.54,0.88
Nuglar-St. Pantaleon,1482,0.17,0.22,0.42,0.19,0.49,0.91
Nunningen,1880,0.18,0.24,0.39,0.19,0.51,0.92
Nusshof,259,0.21,0.14,0.46,0.19,0.52,0.89
Nuvilly,408,0.22,0.26,0.37,0.14,0.51,0.89
Nyon,20084,0.19,0.32,0.34,0.15,0.49,0.6
Nürensdorf,5468,0.17,0.24,0.39,0.2,0.5,0.84
Oberbalm,883,0.19,0.22,0.4,0.19,0.5,0.95
Oberbipp,1659,0.18,0.27,0.4,0.15,0.5,0.85
Oberbuchsiten,2185,0.19,0.31,0.38,0.13,0.5,0.76
Oberburg,2909,0.19,0.28,0.36,0.18,0.5,0.84
Oberbüren,4272,0.21,0.29,0.36,0.15,0.51,0.88
Oberdiessbach,3522,0.19,0.27,0.37,0.18,0.5,0.93
Oberdorf (BL),2399,0.19,0.25,0.38,0.19,0.51,0.78
Oberdorf (NW),3100,0.2,0.25,0.38,0.17,0.51,0.93
Oberdorf (SO),1654,0.19,0.18,0.42,0.2,0.48,0.93
Oberegg,1915,0.17,0.27,0.36,0.21,0.51,0.92
Oberembrach,1079,0.16,0.27,0.4,0.17,0.51,0.88
Oberems,125,0.14,0.18,0.37,0.3,0.47,0.96
Oberengstringen,6574,0.16,0.29,0.34,0.21,0.5,0.68
Oberentfelden,7714,0.18,0.28,0.35,0.19,0.49,0.71
Obergerlafingen,1111,0.17,0.24,0.39,0.2,0.51,0.92
Oberglatt,6818,0.21,0.36,0.33,0.11,0.51,0.64
Obergoms,650,0.15,0.19,0.39,0.27,0.53,0.88
Obergösgen,2217,0.17,0.27,0.37,0.19,0.49,0.75
Oberhallau,438,0.22,0.24,0.38,0.16,0.52,0.95
Oberhelfenschwil,1300,0.21,0.25,0.37,0.16,0.5,0.91
Oberhof,599,0.23,0.25,0.37,0.15,0.51,0.91
Oberhofen am Thunersee,2418,0.15,0.19,0.36,0.31,0.48,0.89
Oberhünigen,317,0.23,0.23,0.37,0.17,0.48,0.97
Oberiberg,878,0.14,0.19,0.4,0.27,0.54,0.89
Oberkirch,4316,0.21,0.33,0.33,0.12,0.5,0.88
Oberkulm,2692,0.19,0.28,0.35,0.17,0.48,0.78
Oberlangenegg,473,0.22,0.25,0.33,0.21,0.48,0.98
Oberlunkhofen,1925,0.18,0.24,0.41,0.18,0.49,0.87
Obermumpf,1060,0.18,0.28,0.39,0.15,0.51,0.87
Oberried am Brienzersee,447,0.13,0.21,0.4,0.26,0.5,0.89
Oberrieden,5036,0.17,0.22,0.38,0.24,0.49,0.81
Oberriet (SG),8717,0.21,0.29,0.35,0.15,0.52,0.84
Oberrohrdorf,4032,0.16,0.25,0.37,0.22,0.5,0.82
Oberrüti,1512,0.22,0.3,0.38,0.09,0.5,0.88
Obersaxen Mundaun,1146,0.15,0.24,0.38,0.23,0.51,0.91
Oberschrot,1185,0.2,0.26,0.37,0.17,0.49,0.94
Obersiggenthal,8590,0.18,0.27,0.34,0.21,0.49,0.68
Oberstammheim,1174,0.2,0.23,0.38,0.19,0.5,0.92
Obersteckholz,410,0.19,0.19,0.39,0.23,0.5,0.98
Oberthal,739,0.18,0.25,0.37,0.2,0.52,0.98
Oberuzwil,6346,0.2,0.29,0.35,0.17,0.51,0.81
Oberweningen,1800,0.19,0.26,0.41,0.14,0.51,0.79
Oberwil (BL),11104,0.18,0.23,0.37,0.22,0.48,0.78
Oberwil bei Büren,830,0.21,0.21,0.39,0.19,0.49,0.95
Oberwil im Simmental,820,0.17,0.23,0.36,0.24,0.5,0.97
Oberwil-Lieli,2213,0.19,0.21,0.41,0.19,0.5,0.89
Oberägeri,5940,0.2,0.22,0.41,0.17,0.5,0.73
Obfelden,5009,0.21,0.25,0.37,0.16,0.5,0.8
Ochlenberg,573,0.19,0.25,0.35,0.22,0.51,0.98
Oekingen,807,0.21,0.24,0.39,0.17,0.5,0.92
Oensingen,6203,0.17,0.35,0.34,0.15,0.51,0.69
Oeschenbach,241,0.16,0.25,0.38,0.21,0.52,0.98
Oeschgen,943,0.19,0.28,0.37,0.16,0.54,0.88
Oetwil am See,4668,0.19,0.29,0.38,0.14,0.5,0.71
Oetwil an der Limmat,2369,0.14,0.23,0.41,0.22,0.51,0.84
Oftringen,13249,0.18,0.32,0.35,0.16,0.5,0.66
Ogens,283,0.25,0.28,0.35,0.12,0.49,0.89
Ollon,7423,0.24,0.24,0.35,0.17,0.5,0.64
Olsberg,356,0.12,0.17,0.43,0.28,0.54,0.88
Olten,17827,0.14,0.35,0.32,0.19,0.49,0.71
Oltingen,480,0.22,0.22,0.39,0.17,0.48,0.93
Onex,18627,0.2,0.28,0.32,0.2,0.48,0.63
Onnens (VD),495,0.22,0.24,0.38,0.16,0.5,0.86
Onsernone,701,0.09,0.16,0.43,0.32,0.52,0.92
Opfikon,18617,0.18,0.4,0.3,0.12,0.52,0.55
Oppens,182,0.19,0.29,0.41,0.12,0.57,0.74
Oppligen,658,0.21,0.28,0.36,0.16,0.48,0.95
Orbe,6850,0.22,0.31,0.34,0.14,0.49,0.68
Orges,275,0.2,0.31,0.36,0.13,0.51,0.85
Origlio,1439,0.21,0.2,0.41,0.18,0.48,0.81
Ormalingen,2114,0.16,0.29,0.35,0.2,0.49,0.88
Ormont-Dessous,1119,0.16,0.24,0.4,0.21,0.5,0.85
Ormont-Dessus,1481,0.14,0.26,0.33,0.26,0.5,0.74
Orny,375,0.22,0.26,0.39,0.13,0.49,0.82
Oron,5309,0.22,0.3,0.33,0.15,0.49,0.79
Orpund,2675,0.17,0.26,0.36,0.22,0.49,0.82
Orselina,758,0.09,0.18,0.39,0.35,0.48,0.8
Orsières,3178,0.21,0.25,0.32,0.22,0.51,0.86
Orvin,1195,0.18,0.23,0.38,0.21,0.5,0.89
Orzens,212,0.15,0.29,0.34,0.23,0.48,0.9
Osogna,1059,0.19,0.27,0.37,0.17,0.53,0.66
Ossingen,1426,0.21,0.22,0.4,0.17,0.51,0.91
Ostermundigen,16787,0.16,0.29,0.33,0.21,0.49,0.71
Otelfingen,2784,0.22,0.26,0.37,0.15,0.5,0.8
Othmarsingen,2697,0.19,0.33,0.35,0.13,0.51,0.74
Ottenbach,2568,0.18,0.23,0.41,0.18,0.49,0.89
Oulens-sous-Echallens,531,0.21,0.28,0.36,0.15,0.5,0.89
Pailly,535,0.24,0.28,0.36,0.12,0.51,0.88
Pampigny,1126,0.23,0.26,0.39,0.12,0.51,0.85
Paradiso,4054,0.14,0.27,0.38,0.22,0.51,0.44
Paudex,1492,0.16,0.28,0.34,0.22,0.48,0.66
Payerne,9458,0.21,0.29,0.33,0.17,0.49,0.61
Penthalaz,3242,0.2,0.32,0.32,0.15,0.48,0.73
Penthaz,1652,0.22,0.28,0.36,0.15,0.5,0.77
Penthéréaz,389,0.22,0.3,0.35,0.13,0.49,0.94
Perly-Certoux,3039,0.21,0.27,0.35,0.18,0.48,0.74
Perrefitte,434,0.17,0.2,0.39,0.24,0.49,0.84
Perroy,1465,0.23,0.24,0.38,0.16,0.49,0.69
Personico,344,0.15,0.27,0.34,0.24,0.51,0.78
Peseux,5917,0.19,0.28,0.33,0.19,0.48,0.66
Petit-Val,411,0.22,0.24,0.37,0.17,0.53,0.93
Pfaffnau,2529,0.18,0.3,0.36,0.15,0.51,0.87
Pfeffingen,2362,0.17,0.19,0.42,0.22,0.5,0.86
Pfungen,3756,0.21,0.31,0.35,0.13,0.51,0.74
Pfyn,1941,0.2,0.26,0.4,0.14,0.5,0.86
Pfäfers,1573,0.2,0.24,0.37,0.19,0.53,0.87
Pfäffikon,11453,0.18,0.26,0.36,0.19,0.49,0.81
Pianezzo,602,0.16,0.21,0.43,0.21,0.5,0.9
Pierrafortscha,139,0.2,0.22,0.4,0.17,0.5,0.9
Pieterlen,4034,0.19,0.29,0.35,0.17,0.5,0.75
Plaffeien,1982,0.15,0.24,0.4,0.2,0.52,0.91
Plan-les-Ouates,10344,0.24,0.26,0.37,0.13,0.49,0.76
Plasselb,1021,0.16,0.23,0.41,0.2,0.51,0.91
Plateau de Diesse,2030,0.19,0.22,0.39,0.2,0.5,0.91
Pleigne,359,0.18,0.25,0.37,0.2,0.48,0.97
Pohlern,252,0.21,0.25,0.38,0.17,0.52,0.96
Poliez-Pittet,815,0.23,0.31,0.34,0.12,0.49,0.87
Pollegio,741,0.14,0.28,0.39,0.19,0.52,0.62
Pompaples,836,0.22,0.29,0.33,0.16,0.48,0.74
Pomy,731,0.26,0.25,0.37,0.12,0.51,0.9
Pont-en-Ogoz,1775,0.22,0.26,0.38,0.14,0.51,0.9
Pont-la-Ville,590,0.21,0.26,0.41,0.12,0.52,0.88
Ponte Capriasca,1875,0.22,0.21,0.39,0.18,0.49,0.86
Ponte Tresa,802,0.11,0.23,0.41,0.25,0.49,0.69
Ponthaux,686,0.25,0.26,0.36,0.13,0.5,0.94
Pontresina,2165,0.17,0.28,0.39,0.16,0.5,0.66
Porrentruy,6826,0.16,0.27,0.34,0.22,0.49,0.82
Port,3486,0.16,0.24,0.35,0.24,0.48,0.88
Port-Valais,3897,0.16,0.35,0.33,0.15,0.49,0.69
Porza,1620,0.18,0.24,0.39,0.19,0.49,0.75
Poschiavo,3512,0.17,0.25,0.34,0.24,0.5,0.91
Prangins,4029,0.22,0.24,0.38,0.16,0.48,0.7
Prato (Leventina),423,0.17,0.25,0.35,0.23,0.52,0.75
Pratteln,15897,0.17,0.3,0.34,0.19,0.5,0.6
Pregny-Chambésy,3693,0.22,0.24,0.38,0.17,0.49,0.48
Premier,185,0.13,0.3,0.34,0.24,0.53,0.96
Preonzo,618,0.2,0.25,0.35,0.2,0.5,0.89
Presinge,692,0.2,0.25,0.35,0.2,0.51,0.78
Prez-vers-Noréaz,1002,0.2,0.3,0.36,0.14,0.49,0.85
Prilly,11965,0.18,0.32,0.31,0.19,0.48,0.58
Provence,384,0.14,0.26,0.39,0.21,0.52,0.91
Préverenges,5259,0.2,0.29,0.34,0.17,0.5,0.68
Prévondavaux,65,0.31,0.22,0.37,0.11,0.6,0.82
Prévonloup,172,0.23,0.22,0.37,0.19,0.49,0.87
Puidoux,2854,0.21,0.31,0.36,0.12,0.51,0.69
Pully,17797,0.17,0.26,0.34,0.23,0.47,0.68
Puplinge,2121,0.19,0.26,0.36,0.19,0.47,0.81
Pura,1422,0.18,0.22,0.39,0.2,0.49,0.79
Péry-La Heutte,1918,0.19,0.25,0.36,0.2,0.5,0.85
Quarten,2846,0.17,0.26,0.37,0.2,0.49,0.83
Quinto,1051,0.17,0.22,0.35,0.26,0.5,0.76
Radelfingen,1255,0.17,0.29,0.38,0.16,0.49,0.95
Rafz,4343,0.2,0.27,0.38,0.16,0.5,0.8
Rain,2540,0.24,0.26,0.38,0.13,0.5,0.94
Ramlinsburg,699,0.16,0.2,0.47,0.16,0.49,0.89
Ramsen,1371,0.16,0.24,0.4,0.2,0.5,0.76
Rances,460,0.22,0.23,0.38,0.17,0.52,0.89
Randa,446,0.18,0.28,0.35,0.18,0.49,0.72
Randogne,4479,0.08,0.49,0.25,0.18,0.49,0.4
Raperswilen,395,0.16,0.25,0.42,0.17,0.53,0.91
Rapperswil (BE),2585,0.18,0.24,0.41,0.17,0.49,0.94
Rapperswil-Jona,26874,0.17,0.29,0.34,0.2,0.49,0.82
Raron,1905,0.2,0.26,0.36,0.19,0.51,0.86
Realp,141,0.04,0.23,0.48,0.26,0.51,0.93
Rebeuvelier,396,0.21,0.24,0.42,0.12,0.53,0.95
Rebstein,4462,0.18,0.28,0.36,0.18,0.51,0.69
Rebévelier,43,0.3,0.16,0.28,0.26,0.6,0.98
Recherswil,1826,0.17,0.25,0.39,0.19,0.49,0.91
Rechthalten,1073,0.18,0.23,0.39,0.21,0.5,0.97
Reckingen-Gluringen,436,0.11,0.25,0.41,0.23,0.48,0.93
Reconvilier,2334,0.2,0.26,0.35,0.2,0.49,0.8
Regensberg,468,0.19,0.19,0.43,0.19,0.51,0.81
Regensdorf,18035,0.19,0.31,0.34,0.16,0.51,0.66
Rehetobel,1728,0.2,0.23,0.38,0.19,0.49,0.89
Reichenbach im Kandertal,3549,0.19,0.26,0.35,0.21,0.49,0.95
Reichenburg,3418,0.19,0.32,0.36,0.13,0.52,0.78
Reiden,6976,0.18,0.3,0.35,0.16,0.51,0.77
Reigoldswil,1597,0.18,0.25,0.37,0.2,0.5,0.89
Reinach (AG),8181,0.19,0.28,0.35,0.18,0.5,0.6
Reinach (BL),18852,0.16,0.23,0.36,0.25,0.48,0.78
Reisiswil,188,0.22,0.25,0.37,0.16,0.48,0.92
Reitnau,1245,0.23,0.27,0.36,0.14,0.5,0.88
Rekingen (AG),989,0.17,0.3,0.4,0.14,0.54,0.67
Remaufens,1044,0.26,0.25,0.38,0.11,0.49,0.83
Remetschwil,2041,0.19,0.23,0.43,0.15,0.52,0.86
Remigen,1054,0.19,0.25,0.38,0.19,0.51,0.85
Renan (BE),896,0.18,0.28,0.37,0.17,0.51,0.89
Renens (VD),20532,0.19,0.34,0.32,0.15,0.5,0.48
Rennaz,839,0.21,0.29,0.38,0.12,0.5,0.68
Reute (AR),692,0.15,0.2,0.42,0.22,0.52,0.84
Reutigen,990,0.17,0.27,0.37,0.19,0.5,0.95
Reverolle,360,0.2,0.31,0.37,0.12,0.51,0.83
Rheinau,1321,0.16,0.22,0.43,0.18,0.5,0.8
Rheineck,3311,0.16,0.28,0.36,0.2,0.51,0.66
Rheinfelden,13101,0.16,0.3,0.36,0.18,0.5,0.69
Rhäzüns,1425,0.22,0.26,0.36,0.15,0.51,0.83
Riaz,2376,0.21,0.3,0.35,0.13,0.5,0.82
Richterswil,13197,0.2,0.26,0.37,0.18,0.49,0.8
Rickenbach (BL),597,0.2,0.22,0.43,0.15,0.52,0.91
Rickenbach (LU),3192,0.21,0.29,0.34,0.15,0.5,0.82
Rickenbach (SO),840,0.14,0.22,0.44,0.21,0.52,0.88
Rickenbach (TG),2772,0.17,0.33,0.34,0.16,0.51,0.65
Rickenbach (ZH),2598,0.21,0.24,0.37,0.18,0.49,0.89
Riddes,2984,0.19,0.28,0.35,0.18,0.51,0.69
Ried bei Kerzers,1095,0.19,0.27,0.39,0.15,0.53,0.8
Ried-Brig,2041,0.2,0.28,0.37,0.16,0.51,0.93
Riederalp,498,0.17,0.2,0.41,0.21,0.49,0.87
Riedholz,2289,0.19,0.23,0.38,0.2,0.5,0.89
Riehen,20728,0.17,0.2,0.36,0.26,0.47,0.76
Riemenstalden,89,0.36,0.16,0.27,0.21,0.48,0.94
Rietheim,739,0.21,0.23,0.42,0.14,0.51,0.63
Rifferswil,1057,0.26,0.21,0.39,0.15,0.47,0.91
Riggisberg,2452,0.17,0.25,0.37,0.21,0.5,0.93
Ringgenberg (BE),2657,0.17,0.25,0.39,0.2,0.49,0.89
Riniken,1478,0.19,0.25,0.35,0.21,0.5,0.82
Risch,10271,0.18,0.33,0.38,0.11,0.52,0.73
Riva San Vitale,2609,0.16,0.23,0.4,0.21,0.5,0.82
Rivaz,363,0.18,0.26,0.35,0.21,0.51,0.8
Roche (VD),1529,0.24,0.31,0.32,0.13,0.47,0.69
Rochefort,1224,0.19,0.24,0.41,0.16,0.5,0.89
Roches (BE),214,0.12,0.29,0.41,0.19,0.51,0.86
Rocourt,156,0.2,0.18,0.34,0.28,0.5,0.97
Rodersdorf,1332,0.17,0.22,0.38,0.23,0.47,0.89
Roggenburg,280,0.18,0.21,0.46,0.16,0.53,0.91
Roggliswil,661,0.19,0.28,0.39,0.14,0.51,0.93
Roggwil (BE),3927,0.19,0.24,0.37,0.2,0.49,0.85
Roggwil (TG),2952,0.22,0.23,0.39,0.15,0.5,0.89
Rohr (SO),94,0.17,0.26,0.47,0.11,0.52,0.87
Rohrbach,1413,0.18,0.27,0.35,0.2,0.49,0.93
Rohrbachgraben,394,0.22,0.22,0.37,0.19,0.51,0.96
Rolle,6107,0.25,0.27,0.33,0.15,0.49,0.54
Romainmôtier-Envy,529,0.18,0.27,0.38,0.17,0.49,0.84
Romanel-sur-Lausanne,3357,0.19,0.29,0.35,0.16,0.49,0.76
Romanel-sur-Morges,458,0.18,0.25,0.43,0.14,0.5,0.86
Romanshorn,10751,0.17,0.29,0.34,0.2,0.49,0.69
Romont (BE),195,0.12,0.25,0.44,0.2,0.5,0.85
Romont (FR),5192,0.21,0.32,0.32,0.15,0.5,0.6
Romoos,676,0.2,0.29,0.33,0.17,0.51,0.97
Ronco sopra Ascona,624,0.08,0.17,0.4,0.35,0.52,0.73
Rongellen,59,0.14,0.32,0.42,0.12,0.59,0.9
Root,4718,0.21,0.32,0.34,0.12,0.51,0.75
Ropraz,407,0.2,0.3,0.34,0.16,0.52,0.79
Rorbas,2742,0.22,0.3,0.37,0.11,0.5,0.74
Rorschach,9213,0.17,0.31,0.34,0.18,0.51,0.52
Rorschacherberg,7214,0.15,0.28,0.37,0.19,0.5,0.72
Rossa,147,0.04,0.18,0.46,0.32,0.54,0.88
