commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Untersiggenthal,7090,0.2,0.29,0.35,0.16,0.5,0.71
Unterstammheim,886,0.23,0.25,0.37,0.16,0.5,0.89
Untervaz,2425,0.22,0.27,0.37,0.14,0.5,0.89
Unterägeri,8376,0.19,0.25,0.38,0.18,0.5,0.76
Urdorf,9526,0.18,0.29,0.34,0.19,0.5,0.78
Urmein,128,0.1,0.23,0.32,0.35,0.53,0.95
Urnäsch,2245,0.21,0.27,0.35,0.18,0.52,0.89
Ursenbach,907,0.21,0.25,0.36,0.18,0.49,0.97
Ursins,205,0.19,0.24,0.4,0.18,0.49,0.91
Ursy,2716,0.25,0.29,0.33,0.13,0.5,0.86
Urtenen-Schönbühl,6084,0.17,0.32,0.35,0.16,0.49,0.83
Uster,33091,0.18,0.3,0.35,0.16,0.49,0.78
Uttigen,1895,0.21,0.23,0.4,0.16,0.49,0.95
Uttwil,1815,0.19,0.26,0.39,0.17,0.5,0.82
Utzenstorf,4123,0.19,0.24,0.39,0.18,0.5,0.92
Uznach,6144,0.21,0.29,0.34,0.15,0.49,0.74
Uzwil,12697,0.2,0.29,0.35,0.16,0.5,0.72
Vacallo,3276,0.17,0.24,0.38,0.22,0.48,0.73
Val Müstair,1565,0.14,0.24,0.38,0.24,0.48,0.93
Val Terbi,2620,0.22,0.25,0.36,0.17,0.51,0.93
Val-d'Illiez,1793,0.18,0.27,0.35,0.2,0.51,0.84
Val-de-Charmey,2353,0.18,0.24,0.36,0.22,0.5,0.84
Val-de-Ruz,16161,0.23,0.27,0.36,0.14,0.5,0.85
Val-de-Travers,10894,0.18,0.26,0.34,0.22,0.48,0.81
Valangin,485,0.21,0.33,0.32,0.14,0.52,0.72
Valbirse,3919,0.18,0.26,0.35,0.21,0.5,0.81
Valbroye,2841,0.2,0.29,0.34,0.16,0.51,0.8
Valeyres-sous-Montagny,655,0.19,0.24,0.41,0.16,0.5,0.86
Valeyres-sous-Rances,577,0.24,0.29,0.37,0.1,0.5,0.83
Valeyres-sous-Ursins,238,0.22,0.27,0.34,0.17,0.51,0.93
Vallon,382,0.23,0.33,0.32,0.12,0.51,0.87
Vallorbe,3609,0.2,0.28,0.34,0.18,0.5,0.72
Vals,1006,0.16,0.27,0.34,0.23,0.5,0.86
Valsot,910,0.19,0.25,0.36,0.21,0.49,0.92
Vandoeuvres,2571,0.23,0.24,0.37,0.17,0.49,0.7
Varen,625,0.14,0.25,0.38,0.23,0.51,0.93
Vaulion,464,0.19,0.3,0.34,0.17,0.5,0.91
Vaulruz,1035,0.22,0.3,0.33,0.14,0.49,0.9
Vaumarcus,265,0.23,0.22,0.38,0.16,0.51,0.83
Vaux-sur-Morges,180,0.26,0.22,0.32,0.2,0.53,0.88
Vaz/Obervaz,2654,0.14,0.29,0.36,0.21,0.51,0.79
Vechigen,4991,0.18,0.21,0.4,0.2,0.49,0.93
Vellerat,72,0.15,0.26,0.44,0.14,0.5,0.9
Veltheim (AG),1413,0.19,0.25,0.41,0.15,0.51,0.84
Vendlincourt,556,0.19,0.23,0.37,0.21,0.51,0.92
Venthône,1219,0.16,0.26,0.34,0.24,0.5,0.87
Verdabbio,161,0.18,0.22,0.38,0.22,0.49,0.84
Vergeletto,59,0.02,0.07,0.42,0.49,0.51,0.95
Vernate,584,0.19,0.24,0.41,0.17,0.49,0.79
Vernay,1067,0.23,0.28,0.36,0.13,0.5,0.91
Vernayaz,1875,0.21,0.28,0.35,0.16,0.49,0.72
Vernier,34230,0.21,0.31,0.33,0.15,0.49,0.55
Versoix,13020,0.24,0.28,0.33,0.15,0.48,0.57
Vevey,18901,0.19,0.34,0.33,0.15,0.48,0.57
Vex,1718,0.19,0.27,0.37,0.18,0.51,0.85
Veyras,1760,0.19,0.25,0.35,0.21,0.5,0.84
Veyrier,10793,0.23,0.24,0.36,0.18,0.49,0.73
Veysonnaz,595,0.15,0.3,0.36,0.19,0.5,0.82
Veytaux,838,0.13,0.28,0.39,0.2,0.49,0.7
Vezia,1966,0.2,0.25,0.37,0.19,0.48,0.74
Vich,759,0.21,0.25,0.42,0.12,0.51,0.72
Vico Morcote,377,0.19,0.18,0.41,0.22,0.51,0.54
Villarepos,607,0.23,0.24,0.4,0.13,0.51,0.91
Villars-Epeney,83,0.14,0.25,0.49,0.11,0.53,0.92
Villars-Sainte-Croix,671,0.18,0.22,0.42,0.18,0.49,0.75
Villars-le-Comte,157,0.19,0.2,0.39,0.21,0.49,0.96
Villars-le-Terroir,893,0.21,0.31,0.33,0.14,0.49,0.9
Villars-sous-Yens,560,0.23,0.24,0.39,0.13,0.49,0.87
Villars-sur-Glâne,12057,0.22,0.31,0.33,0.14,0.49,0.67
Villarsel-sur-Marly,87,0.16,0.37,0.41,0.06,0.54,0.75
Villarzel,403,0.18,0.25,0.36,0.21,0.5,0.89
Villaz-Saint-Pierre,1189,0.22,0.32,0.33,0.12,0.53,0.81
Villeneuve (FR),375,0.22,0.27,0.38,0.13,0.54,0.83
Villeneuve (VD),5157,0.2,0.29,0.34,0.18,0.48,0.6
Villeret,923,0.2,0.23,0.37,0.2,0.5,0.87
Villigen,2033,0.17,0.28,0.4,0.15,0.52,0.74
Villmergen,6752,0.18,0.33,0.36,0.13,0.51,0.72
Villnachern,1533,0.2,0.24,0.38,0.18,0.52,0.86
Villorsonnens,1297,0.23,0.27,0.36,0.14,0.51,0.91
Vilters-Wangs,4538,0.21,0.27,0.36,0.15,0.5,0.86
Vinelz,841,0.18,0.21,0.39,0.23,0.49,0.9
Vinzel,350,0.25,0.25,0.42,0.09,0.49,0.79
Vionnaz,2355,0.2,0.26,0.37,0.16,0.51,0.83
Visp,7377,0.17,0.31,0.35,0.17,0.5,0.78
Visperterminen,1383,0.17,0.23,0.38,0.22,0.49,0.97
Vitznau,1249,0.14,0.26,0.39,0.21,0.52,0.76
Vogorno,269,0.1,0.28,0.38,0.24,0.49,0.94
Volken,306,0.23,0.2,0.44,0.13,0.53,0.87
Volketswil,18099,0.2,0.29,0.36,0.14,0.5,0.76
Vollèges,1782,0.23,0.29,0.32,0.16,0.51,0.9
Vordemwald,1819,0.18,0.23,0.38,0.2,0.49,0.95
Vorderthal,1015,0.17,0.26,0.41,0.16,0.56,0.92
Vouvry,3890,0.21,0.28,0.36,0.15,0.49,0.74
Vuadens,2204,0.24,0.29,0.34,0.13,0.5,0.85
Vuarrens,895,0.27,0.3,0.32,0.11,0.51,0.88
Vucherens,508,0.17,0.29,0.38,0.17,0.5,0.87
Vufflens-la-Ville,1222,0.21,0.24,0.39,0.15,0.5,0.86
Vufflens-le-Château,825,0.24,0.23,0.37,0.15,0.5,0.8
Vugelles-La Mothe,131,0.3,0.2,0.4,0.1,0.46,0.87
Vuissens,253,0.26,0.36,0.26,0.12,0.54,0.83
Vuisternens-devant-Romont,2134,0.25,0.28,0.33,0.14,0.49,0.93
Vuisternens-en-Ogoz,975,0.26,0.3,0.34,0.1,0.53,0.75
Vuiteboeuf,538,0.25,0.29,0.37,0.09,0.49,0.83
Vulliens,431,0.21,0.27,0.36,0.16,0.51,0.9
Vullierens,446,0.17,0.28,0.37,0.17,0.49,0.85
Vully-les-Lacs,2654,0.18,0.26,0.36,0.19,0.5,0.88
Vérossaz,678,0.24,0.3,0.3,0.17,0.51,0.93
Vétroz,5405,0.22,0.29,0.36,0.13,0.5,0.75
Wachseldorn,237,0.2,0.27,0.31,0.21,0.52,0.99
Wagenhausen,1676,0.19,0.27,0.38,0.16,0.5,0.8
Wahlen,1399,0.19,0.26,0.41,0.15,0.51,0.9
Walchwil,3626,0.18,0.22,0.42,0.18,0.51,0.66
Wald (AR),832,0.19,0.26,0.36,0.19,0.51,0.91
Wald (BE),1193,0.18,0.24,0.37,0.21,0.49,0.94
Wald (ZH),9345,0.19,0.28,0.37,0.16,0.5,0.74
Waldenburg,1183,0.17,0.27,0.4,0.16,0.5,0.73
Waldkirch,3482,0.25,0.26,0.35,0.14,0.5,0.92
Waldstatt,1790,0.23,0.25,0.34,0.18,0.52,0.88
Walenstadt,5481,0.19,0.28,0.35,0.18,0.49,0.8
Walkringen,1816,0.19,0.23,0.38,0.2,0.5,0.95
Wallbach,1875,0.19,0.23,0.42,0.16,0.5,0.88
Wallenried,459,0.24,0.24,0.38,0.14,0.49,0.9
Wallisellen,14855,0.17,0.33,0.34,0.16,0.5,0.71
Walliswil bei Niederbipp,217,0.12,0.21,0.48,0.19,0.49,0.91
Walliswil bei Wangen,580,0.15,0.24,0.41,0.2,0.5,0.97
Walperswil,959,0.19,0.22,0.42,0.18,0.51,0.95
Waltalingen,692,0.19,0.25,0.41,0.15,0.49,0.92
Waltensburg/Vuorz,338,0.12,0.28,0.36,0.23,0.52,0.94
Waltenschwil,2618,0.21,0.25,0.4,0.14,0.5,0.86
Walterswil (BE),543,0.22,0.22,0.36,0.19,0.51,0.99
Walterswil (SO),727,0.18,0.21,0.43,0.18,0.51,0.93
Walzenhausen,2052,0.17,0.25,0.42,0.17,0.51,0.8
Wangen (SZ),4742,0.18,0.28,0.39,0.15,0.5,0.86
Wangen an der Aare,2155,0.18,0.27,0.36,0.19,0.49,0.87
Wangen bei Olten,4905,0.17,0.27,0.37,0.18,0.49,0.8
Wangen-Brüttisellen,7588,0.19,0.31,0.38,0.12,0.51,0.73
Wangenried,409,0.19,0.22,0.38,0.22,0.5,0.97
Wartau,5220,0.2,0.29,0.35,0.16,0.51,0.72
Warth-Weiningen,1223,0.17,0.23,0.42,0.17,0.51,0.92
Wassen,428,0.16,0.22,0.36,0.26,0.53,0.85
Wasterkingen,575,0.18,0.22,0.46,0.14,0.49,0.89
Wattenwil,2765,0.2,0.25,0.38,0.17,0.48,0.97
Wattwil,8421,0.18,0.27,0.34,0.21,0.49,0.77
Wauwil,1873,0.2,0.3,0.37,0.13,0.5,0.74
Weesen,1583,0.19,0.21,0.37,0.23,0.48,0.87
Wegenstetten,1048,0.2,0.22,0.39,0.2,0.5,0.93
Weggis,4242,0.14,0.23,0.38,0.24,0.49,0.8
Weiach,1074,0.16,0.25,0.44,0.14,0.51,0.83
Weinfelden,10873,0.17,0.32,0.33,0.19,0.5,0.79
Weiningen (ZH),4362,0.19,0.28,0.38,0.14,0.51,0.73
Weisslingen,3211,0.21,0.21,0.41,0.17,0.5,0.91
Welschenrohr,1089,0.17,0.22,0.39,0.23,0.52,0.92
Wengi,605,0.22,0.23,0.4,0.15,0.51,0.91
Wenslingen,712,0.21,0.18,0.4,0.22,0.5,0.95
Werthenstein,2007,0.23,0.28,0.35,0.15,0.52,0.87
Wettingen,20208,0.16,0.29,0.35,0.2,0.49,0.74
Wettswil am Albis,4646,0.2,0.22,0.37,0.2,0.49,0.86
Wetzikon (ZH),23723,0.18,0.33,0.33,0.16,0.5,0.75
Wichtrach,4072,0.19,0.26,0.38,0.17,0.5,0.94
Widen,3536,0.16,0.24,0.38,0.22,0.49,0.86
Widnau,9116,0.2,0.29,0.36,0.14,0.51,0.73
Wiedlisbach,2181,0.16,0.28,0.37,0.19,0.49,0.87
Wiesendangen,6041,0.2,0.23,0.38,0.18,0.5,0.92
Wiggiswil,96,0.21,0.11,0.51,0.17,0.5,0.91
Wigoltingen,2280,0.19,0.25,0.41,0.15,0.52,0.85
Wikon,1440,0.2,0.26,0.36,0.17,0.5,0.86
Wil (SG),23289,0.18,0.31,0.34,0.18,0.49,0.73
Wil (ZH),1317,0.18,0.24,0.41,0.17,0.5,0.91
Wila,1918,0.18,0.25,0.41,0.17,0.52,0.88
Wilchingen,1713,0.2,0.24,0.39,0.17,0.5,0.87
Wildberg,985,0.21,0.26,0.38,0.15,0.52,0.91
Wilderswil,2548,0.18,0.26,0.38,0.18,0.49,0.89
Wildhaus-Alt St. Johann,2668,0.19,0.26,0.34,0.21,0.51,0.87
Wilen (TG),2258,0.24,0.26,0.38,0.13,0.5,0.89
Wiler (Lötschen),582,0.23,0.25,0.35,0.18,0.49,0.93
Wiler bei Utzenstorf,822,0.17,0.25,0.38,0.2,0.53,0.95
Wileroltigen,381,0.22,0.25,0.41,0.12,0.48,0.88
Wiliberg,169,0.2,0.22,0.46,0.12,0.51,0.99
Willadingen,211,0.18,0.21,0.4,0.2,0.51,1.0
Willisau,7551,0.19,0.29,0.34,0.18,0.5,0.9
Wimmis,2446,0.19,0.24,0.37,0.19,0.51,0.93
Windisch,6848,0.2,0.29,0.33,0.18,0.49,0.71
Winkel,4196,0.17,0.25,0.41,0.17,0.51,0.86
Wintersingen,618,0.16,0.21,0.44,0.19,0.5,0.93
Winterthur,105659,0.18,0.34,0.32,0.16,0.49,0.77
Winznau,1807,0.16,0.25,0.39,0.2,0.5,0.85
Wisen (SO),411,0.18,0.2,0.44,0.17,0.52,0.94
Wislikofen,337,0.15,0.25,0.44,0.16,0.5,0.9
Wittenbach,9586,0.18,0.28,0.34,0.2,0.48,0.76
Witterswil,1430,0.19,0.2,0.41,0.2,0.5,0.85
Wittinsburg,414,0.24,0.18,0.4,0.18,0.5,0.95
Wittnau,1211,0.19,0.27,0.41,0.13,0.52,0.9
Wohlen (AG),15191,0.19,0.29,0.35,0.18,0.5,0.64
Wohlen bei Bern,8947,0.17,0.2,0.39,0.24,0.48,0.91
Wohlenschwil,1473,0.2,0.27,0.39,0.14,0.5,0.85
Wolfenschiessen,2100,0.22,0.29,0.35,0.14,0.52,0.9
Wolfhalden,1727,0.17,0.24,0.41,0.18,0.51,0.85
Wolfisberg,181,0.15,0.25,0.41,0.19,0.52,0.94
Wolfwil,2039,0.17,0.25,0.39,0.19,0.49,0.91
Wolhusen,4236,0.21,0.29,0.34,0.16,0.51,0.85
Wollerau,7078,0.16,0.23,0.44,0.17,0.53,0.77
Worb,11367,0.17,0.25,0.37,0.21,0.49,0.85
Worben,2259,0.17,0.23,0.41,0.19,0.49,0.91
Wuppenau,1102,0.23,0.26,0.36,0.15,0.5,0.94
Wynau,1559,0.16,0.26,0.4,0.19,0.52,0.8
Wynigen,1997,0.18,0.25,0.37,0.2,0.49,0.98
Wyssachen,1154,0.2,0.23,0.38,0.18,0.51,0.96
Wädenswil,21008,0.18,0.27,0.36,0.19,0.49,0.78
Wäldi,992,0.19,0.23,0.43,0.15,0.51,0.86
Wängi,4449,0.21,0.28,0.37,0.15,0.51,0.85
Wölflinswil,981,0.22,0.27,0.35,0.16,0.53,0.93
Wünnewil-Flamatt,5380,0.19,0.28,0.38,0.15,0.5,0.81
Würenlingen,4302,0.2,0.28,0.37,0.15,0.5,0.76
Würenlos,5972,0.21,0.23,0.39,0.17,0.5,0.84
Yens,1270,0.21,0.26,0.37,0.16,0.51,0.76
Yverdon-les-Bains,28887,0.19,0.32,0.31,0.17,0.49,0.63
Yvonand,2911,0.2,0.28,0.34,0.17,0.48,0.86
Yvorne,1033,0.17,0.29,0.38,0.17,0.48,0.84
Zeglingen,468,0.22,0.24,0.37,0.17,0.51,0.94
Zeihen,1101,0.19,0.29,0.39,0.14,0.51,0.87
Zeiningen,2229,0.18,0.23,0.41,0.17,0.5,0.87
Zell (LU),2031,0.21,0.3,0.34,0.16,0.51,0.88
Zell (ZH),5637,0.19,0.28,0.36,0.17,0.51,0.79
Zeneggen,272,0.18,0.22,0.4,0.2,0.52,0.93
Zermatt,5750,0.16,0.34,0.38,0.12,0.51,0.61
Zernez,1589,0.18,0.28,0.34,0.2,0.51,0.82
Zetzwil,1307,0.17,0.28,0.37,0.18,0.51,0.89
Ziefen,1577,0.22,0.26,0.36,0.16,0.49,0.92
Zielebach,335,0.13,0.24,0.41,0.21,0.49,0.94
Zihlschlacht-Sitterdorf,2178,0.21,0.28,0.38,0.13,0.52,0.88
Zillis-Reischen,425,0.21,0.22,0.38,0.19,0.52,0.86
Zizers,3213,0.18,0.28,0.37,0.17,0.5,0.86
Zofingen,11087,0.15,0.31,0.34,0.19,0.49,0.82
Zollikofen,10036,0.17,0.27,0.34,0.21,0.49,0.81
Zollikon,12321,0.17,0.22,0.36,0.25,0.47,0.78
Zuchwil,8741,0.17,0.31,0.35,0.17,0.5,0.59
Zufikon,4337,0.18,0.27,0.38,0.17,0.5,0.81
Zug,27957,0.16,0.29,0.36,0.18,0.5,0.69
Zullwil,626,0.23,0.22,0.36,0.18,0.52,0.91
Zumholz,416,0.16,0.3,0.42,0.12,0.52,0.99
Zumikon,5166,0.19,0.19,0.36,0.26,0.47,0.77
Zunzgen,2493,0.16,0.26,0.37,0.2,0.5,0.83
Zuoz,1214,0.21,0.27,0.35,0.17,0.53,0.64
Zuzgen,846,0.2,0.2,0.45,0.15,0.49,0.91
Zuzwil (BE),577,0.21,0.22,0.36,0.21,0.49,0.97
Zuzwil (SG),4741,0.2,0.27,0.38,0.14,0.5,0.89
Zweisimmen,2986,0.16,0.24,0.36,0.25,0.5,0.9
Zwieselberg,289,0.27,0.21,0.35,0.16,0.5,0.99
Zwingen,2193,0.18,0.29,0.39,0.14,0.51,0.8
Zwischbergen,86,0.1,0.31,0.42,0.16,0.58,0.77
Zäziwil,1622,0.18,0.29,0.35,0.18,0.51,0.93
Zürich,384677,0.15,0.37,0.32,0.16,0.5,0.69
