,Code commune,Population: Habitants (2014),Population: Variation en % (2010-2014),Population: Densité de la population par km² (2014),Population: Etrangers en % (2014),Répartition par âge en %: 0-19 ans (2014),Répartition par âge en %: 20-64 ans (2014),Répartition par âge en %: 65 ans ou plus (2014),Mouvement de la population (en ‰): Taux brut de nuptialité (2014),Mouvement de la population (en ‰): Taux brut de divortialité (2014),Mouvement de la population (en ‰): Taux brut de natalité (2014),Mouvement de la population (en ‰): Taux brut de mortalité (2014),Ménage: Ménages privés (2014),Ménage: Taille moyenne des ménages en personnes (2014),Surface: Surface totale en km² (2004/09),Surface: Surfaces d'habitat et d'infrastructure en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface agricole en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface boisée en % (2004/09),Surface: Surface improductive en % (2004/09),Economie 1): Emplois total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Economie 1): Etablissements total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Constructions et logements: Taux de logements vacants (2015),Constructions et logements: Nouveaux logements construits pour 1000 habitants (2013),Protection sociale: Taux d'aide sociale (2014),Partis politiques en % (élections au Conseil national): PLR 2) (2015),Partis politiques en % (élections au Conseil national): PDC (2015),Partis politiques en % (élections au Conseil national): PS (2015),Partis politiques en % (élections au Conseil national): UDC (2015),Partis politiques en % (élections au Conseil national): PEV/PCS (2015),Partis politiques en % (élections au Conseil national): PVL (2015),Partis politiques en % (élections au Conseil national): PBD (2015),Partis politiques en % (élections au Conseil national): PST/Sol. (2015),Partis politiques en % (élections au Conseil national): PES (2015),Partis politiques en % (élections au Conseil national): Petits partis de droite (2015),Partis politiques en % (élections au Conseil national): Autres (2015),Infractions en ‰ de la population totale: selon le Code pénal (CP) (2014),Infractions en ‰ de la population totale: selon la Loi sur les stupéfiants et les produits psychotropes (LStup) (2014),Infractions en ‰ de la population totale: selon la Loi sur les étrangers (LEtr) (2014)
Goumoëns,5541,961,13.1919905771,89.8130841121,11.342351717,25.8064516129,59.6253902185,14.5681581686,5.2770448549,3.1662269129,22.1635883905,15.8311345646,339,2.7669616519,10.69,7.1094480823,32,72.0299345182,-34,20.3928905519,0.46772684750000004,267,58,51,158,63,23,7,33,0,10.7066381156,1.7130620985,29.903708987,2.3716119829,16.101997147,30.153352354,0.3209700428,6.1519258203,1.4800285307,1.3373751783,9.5042796006,0.3209700428,2.35378,36.4025695931,0,0
Bonvillars,5551,510,3.6585365854000003,67.8191489362,9.4117647059,24.3137254902,58.8235294118,16.862745098,3.9024390244,0,9.756097561,5.8536585366,195,2.5897435897000003,7.48,6.4171122995,13,48.9304812834,-11,43.9839572193,0.6684491979,142,37,50,55,36,12,6,18,0.8810572687,1.9417475728,0.1941747573,27.209762533,1.3522427441,15.633245383,30.77176781,0.1978891821,4.518469657,2.2427440633,0.5606860158,12.697889182,1.2862796834,3.529024,19.4174757282,3.8834951456,0
Bullet,5552,596,2.7586206897,35.4340071344,5.5369127517,17.1140939597,55.3691275168,27.5167785235,0,3.3361134279,8.3402835696,11.6763969975,278,2.1402877698,16.86,5.2787663108,14,47.5088967972,-26,46.5005931198,0.7117437722000001,196,33,25,138,53,11,10,32,0.6423982869,8.2918739635,3.4825870647,23.419023136,1.3110539846,16.683804627,38.997429306,1.1053984576,2.6992287918,1.0796915167,1.1825192802,8.1491002571,2.7249357326,2.647815,18.2421227197,0,0
Champagne,5553,1003,23.6744759556,256.5217391304,16.1515453639,26.221335992,63.4097706879,10.36889332,3.9920159681,0.9980039920000001,11.9760479042,2.994011976,385,2.6025974026,3.93,9.9236641221,9,51.3994910941,-10,36.641221374,2.0356234097,363,24,226,113,56,8,12,36,1.6509433962,1.9980019980000001,1.4985014985,24.06428886,2.0035226772,15.565830031,30.647291942,2.8621752532,7.309555262,2.9062087186000003,0.2201673272,9.8194627917,0.7926023778,3.808895,42.957042957,1.9980019980000001,0
Concise,5554,934,19.8973042362,82.145998241,15.8458244111,23.982869379,58.244111349,17.7730192719,4.2530568846,5.3163211058,9.5693779904,10.6326422116,396,2.3333333333,11.37,8.7950747581,39,24.4503078276,-26,66.4907651715,0.2638522427,175,66,19,90,70,12,11,47,1.0183299389,29.5670538543,2.32312566,24.30972389,2.581032413,16.866746699,27.571028411,1.1004401761,5.1620648259,2.8211284514,2.1208483393,11.044417767,1.9407763105,4.481793,59.1341077086,0,0
Corcelles-près-Concise,5555,332,18.9964157706,81.7733990148,7.5301204819,22.8915662651,61.1445783133,15.9638554217,0,0,9.3457943925,28.0373831776,127,2.5590551181,4.09,12.4694376528,20,45.7212713936,-19,41.564792176,0.24449877750000001,115,37,5,73,23,12,4,7,0,0,1.2903225806,25.828460039,5.604288499,21.783625731,22.904483431,1.1208576998,3.216374269,1.3157894737,1.9493177388,6.6276803119,1.9493177388,7.699805,19.3548387097,0,0
Fiez,5556,412,1.7283950617000001,60.3221083455,10.1941747573,29.1262135922,57.7669902913,13.1067961165,0,2.427184466,7.2815533981,2.427184466,160,2.575,6.83,2.9282576867000003,4,61.9326500732,-4,34.6998535871,0.43923865300000003,65,18,17,30,25,8,6,11,0,9.7087378641,2.6699029126,25.740897544,2.8365791702000003,19.051651143,25.698560542,2.2015241321,9.483488569,0.7620660457,0.4233700254,11.896697714,0.4233700254,1.481795,29.1262135922,4.854368932,0
Fontaines-sur-Grandson,5557,183,26.2068965517,23.2824427481,14.7540983607,24.043715847,62.2950819672,13.6612021858,0,5.9347181009,11.8694362018,5.9347181009,70,2.6142857143000002,7.92,2.398989899,2,47.095959596,-17,50.1262626263,0.37878787880000003,31,16,9,6,14,5,4,5,0,12.987012987,0,20.128479657,2.1413276231,12.312633833,55.56745182,*,0.4282655246,0.7494646681,*,6.1027837259,*,2.569593,84.4155844156,0,0
Giez,5559,384,12.6099706745,80.6722689076,9.6354166667,21.875,59.375,18.75,5.1612903226,2.5806451613,2.5806451613,5.1612903226,156,2.4551282051,4.76,5.6722689076,7,58.6134453782,-8,35.2941176471,0.4201680672,101,33,34,34,38,12,8,18,0.5291005291,5.1150895141,2.8132992327,29.449321628,0.9177972865,17.358339984,28.212290503,0.11971268950000001,2.5937749401,3.3120510774,1.5562649641,11.612130886,2.0351157223,2.8332,61.3810741688,0,0
Grandevent,5560,226,5.6074766355,65.6976744186,10.6194690265,25.2212389381,58.407079646,16.3716814159,8.8495575221,4.4247787611,4.4247787611,4.4247787611,87,2.5977011494,3.45,3.1884057971,2,45.5072463768,1,51.3043478261,0,19,8,2,9,12,3,2,7,0,8.8495575221,0,16.5374677,3.165374677,13.824289406,33.979328165,1.8087855297000002,2.9715762274,2.4547803618,0.1291989664,19.702842377,0.5167958656,4.909561,8.8495575221,0,0
Grandson,5561,3257,7.1734123067,414.9044585987,19.1587350322,22.0141234265,62.3579981578,15.6278784157,4.9543272952,1.8578727357,12.3858182381,9.9086545905,1377,2.3079157589,7.9,23.9240506329,70,64.5569620253,-69,8.7341772152,2.7848101266,1462,12,312,1138,188,5,42,141,0,8.7445346658,4.309806371,30.852442026,3.2063738826,21.641404327,20.488405234,1.1659541391000001,4.4435807747,2.1829252494,2.4873688302,10.895193678,0.4793367016,2.157015,89.9437851343,31.5427857589,2.498438476
Mauborget,5562,110,14.5833333333,19.9275362319,20,17.2727272727,57.2727272727,25.4545454545,0,9.0909090909,0,18.1818181818,54,2.037037037,5.53,4.1591320072,4,25.3164556962,-7,70.3435804702,0.1808318264,24,15,0,9,10,5,0,5,0,0,5.4545454545,11.263467189,9.8922624878,10.088148874,53.085210578,*,4.2115572968,0.9794319295,3.819784525,4.5053868756,*,2.15475,18.1818181818,0,0
Mutrux,5563,148,12.1212121212,45.8204334365,4.0540540541,28.3783783784,54.0540540541,17.5675675676,13.93728223,0,27.8745644599,6.9686411150000005,54,2.7407407407,3.22,3.4161490683,3,34.1614906832,-3,62.4223602484,0,26,13,2,11,10,4,1,5,3.0303030303,0,0,17.536071032,1.2208657048,19.977802442,35.960044395,0.8879023307,8.7680355161,1.5538290788,0.4439511654,10.210876804,0.2219755827,3.218646,0,0,0
Novalles,5564,102,0.9900990099,49.5145631068,7.8431372549,25.4901960784,60.7843137255,13.7254901961,9.6618357488,0,19.3236714976,28.9855072464,40,2.55,2.06,4.3689320388,4,46.6019417476,-2,49.0291262136,0,24,11,3,10,11,4,3,4,0,0,0.9523809524,18.171296296,0.8101851852,15.046296296,37.615740741,4.1666666667,6.0185185185,*,*,10.99537037,*,7.175926,38.0952380952,0,0
Onnens (VD),5565,500,6.3829787234,97.2762645914,14,24.6,60.4,15,3.9721946375,0,5.9582919563,5.9582919563,190,2.6210526316,5.13,9.3567251462,12,41.5204678363,-14,49.1228070175,0,131,37,2,92,37,9,2,26,0,0,2.1696252465,22.308041799,2.3171285779,32.394366197,18.809631985,1.0449795547,5.6792367106,2.7714675148,1.5447523853,10.131758292,0.86324398,2.135393,67.0611439842,3.9447731755,0
Provence,5566,377,14.589665653499999,11.833019460100001,8.2228116711,17.2413793103,60.4774535809,22.2811671088,11.0957004161,0,8.3217753121,5.547850208,155,2.4,31.86,2.1971123666,7,54.4883866918,0,43.1261770245,0.18832391710000002,135,56,20,59,44,20,6,18,3.8647342995000002,0,2.6162790698,8.6231538828,3.8113387327,17.484516436,44.830871844,0.28585040500000003,3.5254883277999998,4.2877560743,0.7622677465000001,14.816579323,0.33349213910000003,1.238685,63.9534883721,0,5.8139534884
Sainte-Croix,5568,4766,5.6997116877,120.7499366608,17.813680235,19.6391103651,56.1267310113,24.2341586236,3.1496062992000002,3.1496062992000002,8.8188976378,11.5485564304,2292,2.0497382199,39.31,6.970236581,34,41.2363266344,-98,49.7837700331,2.0096667515,1707,83,678,946,345,35,87,223,1.6737774861,0.42025635640000003,10.0231140996,19.791852778,1.8447382526,29.167411113,28.814543505,1.8134715026000001,2.5728068608,1.491870645,1.5990709309,7.8524209398,0.8665356441000001,4.185278,67.8714015549,8.8253834839,2.1012817819
Tévenon,5571,760,9.1954022989,53.2212885154,13.5526315789,20.9210526316,60.5263157895,18.5526315789,3.9893617021,0,10.6382978723,6.6489361702,317,2.3501577287,14.24,3.0898876404,12,40.7303370787,0,55.9691011236,0.2106741573,98,31,1,66,35,12,1,22,1.8469656992,5.376344086,1.0752688172,17.466730038,2.8041825095,21.673003802,23.883079848,1.6872623574,4.4676806084,3.0180608365,2.0912547529,17.942015209,1.5209125475,3.445817,30.9139784946,0,0
Belmont-sur-Lausanne,5581,3575,6.1776061776,1349.0566037736,25.9020979021,24.979020979,61.4825174825,13.5384615385,4.7752808989,2.2471910112,7.5842696629,1.9662921348,1407,2.5280739161,2.6,33.8461538462,20,35.7692307692,-18,30.3846153846,0,536,27,72,437,178,5,20,153,0.4507405023,5.077574048,2.1156558533,32.092713629,6.1788913096,20.315904139,16.025175502,0.8654078916,4.9443234084,1.4705882353,2.8927620431000003,11.486322924,0.4659888647,3.261922,38.928067701,1.1283497884,0.5641748942
Cheseaux-sur-Lausanne,5582,4095,5.3782810087,892.1568627451,22.905982906,22.3931623932,64.3956043956,13.2112332112,3.4440344403,1.7220172202000001,10.5781057811,3.1980319803,1720,2.363372093,4.57,24.0700218818,38,60.6126914661,-40,14.6608315098,0.6564551422,2079,29,581,1469,206,12,33,161,0.1679731243,1.9826517968,2.3791821561,23.467151334,5.1798791896,26.252205057,22.419415192,1.5929865826,3.1378628321,2.1489282087,2.0473619501,11.36472978,0.1924413321,2.197039,49.0706319703,1.7348203222,4.9566294919
Crissier,5583,7571,5.4163185742,1376.5454545455,44.313829084700004,24.3560956281,62.8450667019,12.7988376701,4.5042061337,2.1196264158,10.7306087302,5.0341127376,2957,2.4558674332,5.52,48.1884057971,64,25.1811594203,-63,26.4492753623,0.1811594203,8536,14,2420,6102,724,5,173,546,0.525990099,1.5944724953,4.8764283816,26.603790373,4.3687160779,22.742236854,24.121363111,1.2367648367,3.5946258564,1.6905418632,2.6559302429000002,9.1912091823,0.5472017083,3.24762,122.2428913101,5.8463991496,9.4339622642
Epalinges,5584,9011,6.1866603818,1967.4672489083,28.7648429697,22.9164354678,60.2041948729,16.8793696593,4.6804479857,0.891513902,9.4723352092,8.135064356200001,3763,2.3786872176,4.62,56.0606060606,60,18.6147186147,-60,25.3246753247,0,2440,5,136,2299,433,2,36,395,1.9117647059,13.8764547896,2.2829006267,30.246739844,4.6674172061,25.232198142,17.016136598,1.3533164462,3.5345717234,0.9381743128000001,2.0381836945,12.597335585,0.6426494043000001,1.733277,62.6678603402,3.8048343778,1.7905102954
Jouxtens-Mézery,5585,1397,4.5658682635,723.8341968912,22.2619899785,24.1231209735,57.6950608447,18.1818181818,2.1723388849,1.4482259232,2.1723388849,1.4482259232,506,2.7509881422999998,1.92,47.9166666667,34,41.1458333333,-34,10.9375,0,123,0,38,85,46,0,12,34,2.380952381,0,0.6593406593000001,31.380701969,6.5549712609,16.16729852,16.057233704,1.8711018711,5.1118992295,1.0028127675,1.7977253271,15.92271004,1.5409074233,2.592638,95.2380952381,0,0
Lausanne,5586,133897,4.7535225041,3235.7902368294,42.3011717962,19.5919251365,65.0686721883,15.3394026752,5.3771303223,1.9423664622999999,12.6516302004,7.3344957534,66288,1.9680786869,41.33,44.6406968304,142,16.065811759,-137,39.1483184128,0.1451729978,115846,81,6711,109054,12301,17,956,11328,0.1409893194,3.8708317017000002,9.1642317077,18.645717433,3.5213027868999998,30.826606972,15.363312002,0.7797344258000001,3.5673126481,1.0431851211,7.0450387876,15.911227512,0.5335374284000001,2.763025,167.2666204778,49.5150164171,21.018465524
Le Mont-sur-Lausanne,5587,6954,25.1394637394,710.3166496425,24.8490077653,23.7848720161,59.1601955709,17.054932413,3.809244744,1.7581129588,13.6253754304,8.7905647938,2678,2.5463032114,9.75,30.2564102564,66,51.384615384599996,-59,18.358974359,0,7399,51,1478,5870,656,17,127,512,0.0334672021,7.6153501568,2.1800806331,31.850166183,4.1261191125,20.049705063,20.891098003,1.2605922688,4.9375692427,1.2725693925,2.5062131329,10.354223433,0.5000449142,2.251699,117.216664178,25.5338211139,5.3755412871
Paudex,5588,1462,4.9533381192,2983.6734693878,32.6949384405,18.8098495212,59.9179206566,21.2722298222,4.158004158,2.772002772,11.781011781,5.544005544,670,2.1805970149,0.5,80,6,8,-6,10,2,1495,2,304,1189,146,2,11,133,0.5594405594,2.808988764,4.0730337079,37.745098039,3.2326444091,19.978802332,18.42872284,0.2649708532,5.1139374669,0.9936406995,1.6693163752,9.3004769475,1.1923688394,2.080021,74.4382022472,30.1966292135,4.9157303371
Prilly,5589,12058,5.4943132108,5480.9090909091,41.9472549345,20.0364902969,60.7231713385,19.2403383646,4.3538326286,2.7630091682,12.2242223804,6.8656591451,5922,2.0233029382,2.18,82.5688073394,21,11.0091743119,-21,6.4220183486,0,6488,2,1859,4627,507,1,95,411,0.16985793700000001,1.7752979964,8.1917321836,22.703281983,4.7421299397,28.945746818,19.038178165,0.5653047555,3.2605492297,1.2458137977,3.6356329538,12.860013396,0.34561286,2.657736,107.2787217854,12.6806999746,17.8375179643
Pully,5590,17624,2.9379125051,3007.5085324232,30.9521107581,19.1897412619,57.3592827962,23.4509759419,5.2445559229,2.1662296203,9.8050393342,9.520009121,8112,2.1216715976,5.91,55.4991539763,28,20.3045685279,-24,23.8578680203,0.3384094755,6102,27,494,5581,1130,8,85,1037,0.4012144871,2.2909507446,2.5372279496,37.241730162,4.3080622969,19.933170692,15.453988368,0.3618957324,5.023760247,1.1619974794,2.2395911619,11.381794217,0.523766028,2.370244,64.2038946163,5.9564719359,0.6872852234
Renens (VD),5591,20446,4.2684481616,6930.8474576271,51.2960970361,21.2755551208,64.0320845153,14.6923603639,5.2968439638,2.2070183183,11.5745849579,7.6509968366,8907,2.2677669249,2.95,94.2372881356,30,3.3898305085000002,-30,2.3728813559,0,12883,30,2373,10480,1172,1,221,950,0.17276422760000001,0.5409924753,7.2247086018,17.501874285,3.703192203,30.201633587,19.342619264,0.9095213668000001,3.1231503768,0.982519828,8.0456141735,12.356469242,1.2350550448,2.598351,102.8377514385,10.4264004328,8.8526041411
Romanel-sur-Lausanne,5592,3291,0.4578754579,1142.7083333333,22.5463384989,21.3005165603,62.4126405348,16.2868429049,4.5530429504,2.4282895735,12.748520261,5.7671877371,1446,2.2496542185,2.92,37.3287671233,26,58.904109589,-28,3.7671232877,0,1401,15,454,932,213,6,38,169,0.3326679973,0.30321406910000004,4.0024257126,28.646993318,3.2641982183,22.383073497,22.452672606,1.0231069042,3.3825167038,2.5403674833,2.4220489978,9.9665924276,0.6194320713,3.298998,73.3778047301,3.0321406913,0
Chexbres,5601,2187,5.6011588605,1017.2093023256,21.3077274806,18.7014174668,57.3388203018,23.9597622314,4.197761194,1.3992537313,10.2611940299,13.0597014925,991,2.1231079717,2.16,32.4074074074,3,50.9259259259,-4,16.2037037037,0.462962963,816,55,123,638,163,16,19,128,1.2931034483000001,1.4278914802,2.046644455,33.094162459,2.5068650899,22.862963947,18.867924528,0.7086544424,4.1101957658,2.0285233413,1.8602179112,12.171140048,0.2037381522,1.585614,43.7886720609,1.9038553070000002,4.2836744407000005
Forel (Lavaux),5604,2073,6.4714946071,111.9935170178,19.5369030391,22.8654124457,62.5663289918,14.5682585625,5.3527980535,1.4598540146,13.6253041363,5.8394160584,839,2.4648390942000002,18.49,7.8420767983,30,64.2509464575,-36,27.5824770146,0.3244997296,693,121,270,302,181,45,36,100,0.21598272140000002,0.9818360334,2.3564064801,34.979647218,2.8132066937999998,15.196743555,26.910900045,0.6241519674,2.7860696517,0.8050655812,0.9769335142000001,10.00452284,0.0904568069,4.812302,53.0191458027,1.9636720668,0
Lutry,5606,9651,3.7184309511,1140.780141844,26.5568334888,19.9046730909,57.6624184022,22.4329085069,3.7574365933,2.087464774,9.080471767,13.0466548377,4081,2.2962509189,8.45,35.8579881657,69,43.4319526627,-74,20,0.7100591716,2829,86,351,2392,722,30,64,628,0.5693800084,2.7336767953,1.051414152,37.599120218,3.7082055141,19.173853485,17.643881075,0.6559780826,4.2194825491,1.5145376319000001,1.7672821285,11.385078428,0.38394011310000004,1.948641,68.3419198822,1.5771212281,0.4205656608
Puidoux,5607,2811,7.8250863061,122.9658792651,30.6296691569,23.3013162576,64.6033440057,12.0953397367,4.9760085303,4.6205793496,12.4400213258,4.9760085303,1140,2.4535087719,22.88,10.4895104895,80,62.3688811189,-74,24.3006993007,2.8409090909,1639,164,488,987,265,53,51,161,0.1490312966,0.7102272727000001,3.1960227273,32.712082262,2.7474293059,17.834190231,20.862789203,1.3496143959,4.4103470437,3.0526992288,1.9922879177000001,12.572300771,0.15263496140000002,2.313625,75.2840909091,4.2613636364,3.90625
Rivaz,5609,352,-0.8450704225000001,1135.4838709677,16.4772727273,19.3181818182,59.6590909091,21.0227272727,5.7142857143,2.8571428571,2.8571428571,5.7142857143,156,2.2564102564,0.30000000000000004,23.3333333333,0,70,0,0,6.6666666667,128,82,5,41,33,15,2,16,3.9325842697,0,0.8620689655,37.098560354,4.5773348099,18.198597268,20.19195275,0.1476559616,2.5470653378,4.6142488003,1.4765596161,6.7552602436,0.2953119232,4.097453,94.8275862069,5.7471264368,0
Saint-Saphorin (Lavaux),5610,377,8.0229226361,423.595505618,20.6896551724,22.0159151194,62.8647214854,15.1193633952,8.0862533693,0,10.781671159,8.0862533693,158,2.3670886076,0.87,31.0344827586,0,57.4712643678,1,11.4942528736,0,66,18,0,48,25,4,0,21,5.504587156,2.7397260274,3.8356164383999998,35.778577858,2.9252925293,25.382538254,11.881188119,1.6201620162,4.1404140414,0.40504050410000003,1.0351035104,13.636363636,*,3.19532,32.8767123288,0,0
Savigny,5611,3333,-0.8920606601000001,208.1823860087,23.5523552355,21.3621362136,60.99609961,17.6417641764,4.174742806,2.6837632324,8.6476815268,8.0512896973,1345,2.4252788104,16.06,12.204234122,43,57.4097135741,-45,30.3237858032,0.062266500600000003,1449,98,326,1025,277,40,46,191,0.1312335958,1.4819205691000001,2.7860106698,37.105380169,2.9124055136,17.596709649,20.147843486,0.5002223210000001,4.0406847488,1.1282792352,2.8846153846,11.988661627,0.2945753668,1.400622,55.1274451689,3.2602252519,0.2963841138
Bourg-en-Lavaux,5613,5189,4.7859450727,538.2780082988,20.9481595683,19.8689535556,59.7224898824,20.408556562,3.8808576695,0.9702144174,6.7915009217,5.4332007374,2223,2.3067926226,9.65,24.3523316062,32,63.0051813472,-25,11.8134715026,0.8290155440000001,1885,320,194,1371,472,83,70,319,0,6.4478311841,1.4458772958,37.781866949,3.4993606338,21.226959424,15.1545395,0.40857062660000004,4.3258584661,1.235068459,2.4545426192,11.992015719,0.0779714936,1.843246,73.4661977335,1.3677217663,2.5400547089
Aclens,5621,537,15.7327586207,137.6923076923,27.7467411546,23.277467411499998,63.3147113594,13.4078212291,1.8709073901000002,1.8709073901000002,16.8381665108,3.7418147802,195,2.7076923077,3.9,16.9230769231,27,68.7179487179,-20,13.5897435897,0.7692307692,1493,25,290,1178,104,8,33,63,0,20.6766917293,1.6917293233000001,27.001934236,1.8568665377,19.883945841,25.261121857,0.3868471954,2.9787234043,4.4100580271,2.3597678917,11.914893617,1.0058027079,2.940039,62.030075188,0,0
Bremblens,5622,493,7.1739130435,169.4158075601,14.6044624746,27.5862068966,58.6206896552,13.7931034483,6.1287027579,4.0858018386,18.3861082737,0,168,2.9345238095,2.95,11.8644067797,3,67.4576271186,-5,20,0.6779661017,395,44,215,136,56,8,14,34,0.9900990099,0,2.2633744856,31.870385562,2.6661197703,14.520098441,29.08121411,0.3281378179,5.2091878589,0.9433962264,2.2149302707,9.6390484003,*,3.527482,82.304526749,2.0576131687,4.1152263374
Buchillon,5623,615,0.6546644845,292.8571428571,26.0162601626,20.325203252,59.0243902439,20.6504065041,1.5910898966,0,9.5465393795,4.7732696897,226,2.7168141593,2.15,25.5813953488,5,41.3953488372,-4,31.1627906977,1.8604651162999999,95,11,3,81,35,5,2,28,0,0,0,39.98919211,3.4315049986,13.753039719,20.264793299,1.8103215347,5.079708187,0.5133747636,2.1345582275,8.268035666,0.6484733856,4.106998,23.3644859813,4.6728971963,0
Bussigny,5624,8180,1.4259144451,1700.6237006237,36.1980440098,21.6259168704,64.6454767726,13.728606357,4.4044778859000004,2.2022389429,10.7665014987,4.6491711017,3406,2.3919553729,4.78,48.5355648536,41,33.4728033473,-38,17.3640167364,0.6276150628,6495,11,2261,4223,579,6,117,456,0.1077876583,0.1224439819,4.2243173748,25.449275362,3.283887468,26.301790281,22.690537084,1.5993179881000001,4.0852514919,1.2583120205,2.2881500426,9.6709292413,1.2071611253,2.165388,92.0778743725,5.8773111302,3.3059875107
Bussy-Chardonney,5625,388,2.3746701847000002,126.3843648208,13.1443298969,27.8350515464,55.9278350515,16.2371134021,5.1948051948,0,2.5974025974,2.5974025974,142,2.7253521127,3.05,10.4918032787,4,80.9836065574,-5,8.5245901639,0,87,28,9,50,21,6,2,13,0.6578947368,0,0.5235602094,44.593988336,5.1592642441,18.977119785,16.599371916,0.08972633470000001,3.5890533872,0.6729475101,0.4934948407,7.0435172723,1.3458950202,1.435621,96.8586387435,10.4712041885,0
Chavannes-près-Renens,5627,7215,4.2630057803,4372.7272727273,51.9196119196,24.158004158,64.158004158,11.683991684,5.2748473071,3.0538589672,13.7423653526,3.1926707385,3024,2.3406084656,1.66,65.0602409639,25,23.4939759036,-27,9.0361445783,2.4096385542,3595,0,199,3396,284,0,57,227,0.0594177065,0,6.5758376199,16.467898412,3.5716492616,34.832849286,21.948958784,1.0690230489,3.0340480751,0.7353395539,3.8064635729000003,10.9250448,0.6241117222,2.984613,73.8217711664,4.0316974837,4.5877936883
Chigny,5628,332,4.4025157233,373.0337078652,25,25,64.4578313253,10.542168674700001,11.9402985075,2.9850746269,8.9552238806,5.9701492537,116,2.8448275862,0.87,17.2413793103,0,75.8620689655,-2,6.8965517241,0,48,26,10,12,15,2,2,11,1.4598540146,8.875739645,1.1834319527,42.485207101,2.2485207101,18.402366864,14.674556213,0.3550295858,10.059171598,0.3550295858,2.2485207101,6.8047337278,0.47337278110000003,1.893491,162.7218934911,0,0
Clarmont,5629,155,15.671641791,151.9607843137,15.4838709677,18.064516129,69.0322580645,12.9032258065,6.5789473684,6.5789473684,6.5789473684,13.1578947368,69,2.1594202899,1.01,7.9207920792,0,81.1881188119,-1,10.8910891089,0,53,31,1,21,18,7,1,10,3.488372093,0,0,23.508353222,0.7159904535,30.429594272,25.894988067,*,4.6539379475,2.8639618138,0.7159904535,10.143198091,*,1.073986,134.2281879195,0,53.6912751678
Denens,5631,699,5.4298642534,211.8181818182,18.4549356223,22.8898426323,62.2317596567,14.878397711,1.4577259475,2.915451895,13.1195335277,2.915451895,255,2.737254902,3.29,11.5501519757,13,85.1063829787,-14,3.0395136778,0.30395136780000004,118,56,12,50,47,12,5,30,0.9966777409,0,3.2689450223,35.613489596,3.3006457785,18.153551782,16.287969385,0.6696962449,8.5386271227,1.7459937814000002,2.8462090409,10.236785458,1.1002152595,1.506817,50.5200594354,0,0
