id,inhabitant per km^2
501,134.64
1347,226.2
3986,10.49
228,172.35
4042,1970.0
6119,26.57
756,89.69
4077,429.88
625,113.61
4696,371.06
6295,20.64
751,607.73
5571,52.25
6296,27.0
3218,674.87
1067,347.84
2308,147.99
943,151.6
4179,166.01
4286,184.04
4616,76.86
944,587.01
159,1679.2
4078,170.2
1145,70.37
248,896.8
2278,139.16
6201,18.67
3219,145.83
249,1025.52
4013,1421.33
1375,49.37
4146,326.12
945,135.1
4079,277.06
2463,137.66
1219,8.79
593,401.56
4044,859.39
42,121.87
3946,87.64
1709,327.7
250,1258.39
3670,29.43
3006,46.53
344,99.34
5932,60.29
2102,181.67
551,849.72
198,1159.46
885,502.65
4451,415.33
552,243.1
3339,808.42
3408,878.08
5268,2022.22
3847,7.88
6730,67.44
6157,45.68
2163,20.97
6487,129.95
6512,87.38
6485,131.08
717,209.8
5831,84.81
5933,286.03
5763,90.3
5934,83.8
2045,108.52
5764,155.63
3603,5.73
3764,5.72
6642,582.99
6116,48.98
5765,35.1
2155,102.58
6415,148.88
5650,86.96
3506,62.43
359,201.17
6728,35.29
4120,271.73
6806,60.57
6249,479.92
3836,12.28
5132,1.45
5230,386.75
2052,127.78
6219,331.86
6643,4468.67
6644,1234.12
5890,8042.98
6089,132.26
6250,1213.79
6645,1652.83
6267,536.04
5891,124.7
5231,1424.64
5732,486.54
5233,200.53
2279,128.6
5935,95.4
5651,404.22
5690,37.47
5537,125.42
5652,184.82
2228,2204.2
2230,60.84
5830,52.47
2111,215.01
2047,105.04
5414,160.5
448,56.77
4121,181.52
4080,563.14
4122,269.89
2114,83.68
3297,138.73
502,181.64
5863,324.07
6158,112.41
6297,558.44
6298,26.82
1068,140.02
5135,11.26
43,93.58
199,1291.86
6036,99.39
4287,179.21
1348,36.3
6159,116.19
2160,210.1
5539,99.67
5692,155.35
5503,227.14
5653,380.18
5937,42.26
2049,45.18
2113,88.58
2231,156.25
5766,105.49
5803,64.33
5654,65.11
5464,125.54
6220,47.35
6025,520.21
946,66.95
4871,141.79
2792,257.64
1710,268.0
3036,121.82
888,89.83
120,370.25
2895,142.87
3444,111.35
3007,266.77
3298,120.04
626,105.52
4261,418.53
2283,118.3
69,2299.54
990,150.69
991,188.93
754,137.2
44,95.05
3616,10.46
4240,571.62
959,68.39
2585,161.2
3037,293.14
1349,561.18
992,413.63
2586,706.77
200,959.29
993,141.03
3276,125.03
4621,148.42
1220,4.41
70,145.94
886,191.09
3379,164.41
1146,637.07
3316,293.15
4262,147.61
1069,359.19
102,112.11
4946,699.68
251,807.78
180,251.84
2429,83.96
394,85.69
2865,121.71
1009,127.92
4045,1901.03
14,1232.36
121,1419.69
632,351.34
4081,1365.25
3238,2165.32
995,288.87
298,315.95
553,67.13
4951,132.56
1147,173.91
3427,1117.51
71,146.82
181,207.8
2974,80.95
182,93.28
594,188.18
3359,30.51
4786,994.71
6202,39.62
554,216.32
671,92.7
4288,140.83
423,96.35
1151,183.37
769,109.54
4123,1391.87
72,518.02
2866,89.31
230,1551.07
2501,457.47
2502,85.62
4322,90.35
3204,779.35
2481,539.62
2867,129.38
4181,107.64
4082,1221.14
360,247.02
4046,332.51
1511,22.63
3038,248.13
996,74.49
2408,296.37
1107,296.64
1323,1116.4
627,541.29
755,809.68
4791,90.85
345,304.49
424,70.72
960,98.13
142,1210.84
4701,81.18
4781,270.46
4182,103.37
2309,407.27
4047,458.15
4048,663.56
5655,132.85
5938,2131.88
5939,217.89
5415,84.6
2868,59.02
4183,159.33
4263,196.04
1150,146.33
231,434.28
6299,36.22
6300,23.69
3746,4.62
4147,226.52
2834,201.92
556,175.39
4511,178.67
3712,17.38
3947,293.16
4289,1001.54
361,1855.08
161,1567.56
2534,1871.73
4083,903.54
1711,1291.32
2622,172.45
2310,217.8
160,942.7
2869,361.83
3791,18.5
4264,101.68
557,165.8
3426,529.13
794,40.81
947,118.93
2793,475.7
6011,1.0
628,298.16
261,4376.3
5624,1693.98
5702,47.04
