commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Roggenburg,291,0.18,0.19,0.46,0.16,0.52,0.91
Roggliswil,647,0.18,0.28,0.38,0.15,0.51,0.95
Roggwil (BE),3917,0.19,0.24,0.37,0.2,0.5,0.86
Roggwil (TG),2908,0.23,0.23,0.39,0.15,0.5,0.89
Rohr (SO),90,0.2,0.24,0.44,0.11,0.51,0.9
Rohrbach,1401,0.19,0.27,0.34,0.2,0.49,0.94
Rohrbachgraben,404,0.22,0.23,0.38,0.17,0.5,0.97
Rolle,6063,0.24,0.28,0.33,0.14,0.49,0.55
Romainmôtier-Envy,526,0.18,0.28,0.38,0.16,0.49,0.85
Romanel-sur-Lausanne,3291,0.19,0.29,0.36,0.16,0.5,0.77
Romanel-sur-Morges,439,0.18,0.24,0.43,0.15,0.49,0.88
Romanshorn,10657,0.17,0.29,0.34,0.2,0.49,0.69
Romont (BE),203,0.15,0.24,0.42,0.19,0.48,0.89
Romont (FR),5107,0.21,0.32,0.32,0.15,0.5,0.6
Romoos,663,0.21,0.27,0.35,0.18,0.51,0.98
Ronco sopra Ascona,630,0.08,0.17,0.4,0.35,0.52,0.73
Rongellen,57,0.14,0.3,0.44,0.12,0.56,0.88
Root,4736,0.21,0.33,0.34,0.12,0.51,0.75
Ropraz,409,0.2,0.27,0.36,0.17,0.52,0.8
Rorbas,2704,0.21,0.3,0.38,0.11,0.5,0.73
Rorschach,9100,0.16,0.32,0.34,0.18,0.51,0.53
Rorschacherberg,7116,0.16,0.28,0.38,0.19,0.5,0.72
Rossa,139,0.04,0.19,0.47,0.29,0.55,0.9
Rossemaison,593,0.2,0.26,0.35,0.2,0.54,0.93
Rossenges,63,0.22,0.32,0.29,0.17,0.49,0.89
Rossens (FR),1293,0.22,0.26,0.38,0.14,0.5,0.89
Rossinière,554,0.19,0.24,0.36,0.2,0.51,0.86
Rothenbrunnen,309,0.2,0.24,0.44,0.12,0.49,0.87
Rothenburg,7245,0.21,0.25,0.38,0.16,0.5,0.91
Rothenfluh,782,0.18,0.25,0.4,0.17,0.5,0.93
Rothenthurm,2292,0.23,0.31,0.34,0.12,0.5,0.87
Rothrist,8514,0.19,0.29,0.36,0.17,0.5,0.79
Rottenschwil,809,0.19,0.26,0.43,0.12,0.54,0.89
Rougemont,889,0.15,0.23,0.33,0.29,0.5,0.63
Roveredo (GR),2478,0.17,0.25,0.38,0.2,0.5,0.78
Rovio,789,0.16,0.21,0.44,0.19,0.5,0.8
Rovray,164,0.23,0.32,0.3,0.15,0.49,0.95
Rubigen,2920,0.18,0.25,0.39,0.18,0.49,0.93
Rudolfstetten-Friedlisberg,4406,0.19,0.29,0.35,0.17,0.49,0.75
Rue,1470,0.21,0.3,0.37,0.12,0.48,0.88
Rueyres,261,0.27,0.27,0.33,0.13,0.51,0.87
Rueyres-les-Prés,423,0.23,0.34,0.29,0.15,0.5,0.87
Rumendingen,90,0.18,0.39,0.24,0.19,0.53,0.97
Rumisberg,469,0.14,0.25,0.41,0.21,0.5,0.96
Rupperswil,5063,0.19,0.31,0.36,0.14,0.51,0.8
Russikon,4202,0.19,0.23,0.4,0.18,0.5,0.87
Russin,506,0.2,0.24,0.42,0.14,0.53,0.75
Russy,221,0.18,0.31,0.37,0.15,0.52,0.96
Ruswil,6812,0.21,0.29,0.36,0.14,0.51,0.92
Römerswil,1669,0.23,0.26,0.37,0.14,0.51,0.95
Röschenz,1840,0.19,0.24,0.41,0.16,0.51,0.91
Röthenbach im Emmental,1205,0.22,0.24,0.35,0.19,0.52,0.99
Rüderswil,2313,0.19,0.27,0.35,0.19,0.5,0.98
Rüdlingen,760,0.19,0.19,0.43,0.19,0.51,0.91
Rüdtligen-Alchenflüh,2435,0.17,0.32,0.35,0.16,0.51,0.75
Rüeggisberg,1810,0.17,0.22,0.4,0.21,0.5,0.97
Rüegsau,3161,0.18,0.26,0.36,0.2,0.49,0.96
Rüfenach,873,0.17,0.24,0.43,0.16,0.52,0.86
Rümikon,274,0.15,0.3,0.43,0.12,0.52,0.72
Rümlang,7552,0.18,0.33,0.34,0.15,0.5,0.7
Rümligen,427,0.15,0.26,0.41,0.18,0.49,0.95
Rümlingen,387,0.21,0.25,0.36,0.19,0.52,0.75
Rünenberg,775,0.18,0.19,0.39,0.23,0.51,0.95
Rüschegg,1626,0.16,0.24,0.39,0.21,0.49,0.96
Rüschlikon,5572,0.19,0.24,0.38,0.2,0.49,0.71
Rüte,3480,0.23,0.27,0.34,0.16,0.51,0.95
Rüthi (SG),2222,0.19,0.28,0.37,0.15,0.52,0.79
Rüti (ZH),12009,0.18,0.29,0.35,0.18,0.5,0.77
Rüti bei Büren,822,0.15,0.23,0.41,0.21,0.49,0.94
Rüti bei Lyssach,169,0.2,0.3,0.36,0.15,0.51,0.96
Rütschelen,567,0.21,0.21,0.38,0.21,0.48,0.97
Rüttenen,1489,0.17,0.25,0.38,0.21,0.5,0.94
S-chanf,715,0.17,0.26,0.37,0.19,0.52,0.84
Saanen,6909,0.16,0.28,0.37,0.19,0.5,0.74
Saas,749,0.18,0.23,0.35,0.24,0.51,0.92
Saas-Almagell,390,0.16,0.28,0.37,0.18,0.48,0.86
Saas-Balen,367,0.13,0.27,0.4,0.2,0.47,0.89
Saas-Fee,1632,0.16,0.3,0.41,0.13,0.51,0.7
Saas-Grund,1053,0.16,0.25,0.4,0.2,0.5,0.88
Sachseln,5042,0.2,0.26,0.37,0.17,0.5,0.87
Safenwil,3603,0.18,0.26,0.39,0.17,0.5,0.81
Safiental,895,0.19,0.24,0.35,0.23,0.52,0.94
Safnern,1911,0.19,0.21,0.39,0.21,0.48,0.92
Sagogn,673,0.18,0.26,0.35,0.21,0.52,0.9
Saicourt,605,0.2,0.25,0.39,0.15,0.52,0.96
Saignelégier,2550,0.19,0.28,0.36,0.17,0.5,0.92
Saillon,2459,0.22,0.27,0.33,0.18,0.5,0.78
Saint-Aubin (FR),1596,0.22,0.29,0.35,0.14,0.5,0.79
Saint-Aubin-Sauges,2445,0.18,0.26,0.36,0.2,0.48,0.78
Saint-Barthélemy (VD),777,0.2,0.3,0.39,0.11,0.55,0.89
Saint-Blaise,3246,0.19,0.24,0.34,0.22,0.49,0.8
Saint-Brais,231,0.19,0.23,0.39,0.19,0.51,0.97
Saint-Cergue,2356,0.17,0.26,0.42,0.15,0.54,0.67
Saint-George,957,0.24,0.22,0.39,0.15,0.5,0.76
Saint-Gingolph,916,0.17,0.2,0.37,0.25,0.48,0.79
Saint-Imier,5080,0.19,0.27,0.34,0.2,0.49,0.72
Saint-Livres,699,0.21,0.27,0.37,0.14,0.49,0.83
Saint-Légier-La Chiésaz,5081,0.23,0.21,0.39,0.17,0.49,0.75
Saint-Léonard,2209,0.2,0.26,0.39,0.16,0.49,0.8
Saint-Martin (FR),1042,0.24,0.27,0.36,0.14,0.51,0.88
Saint-Martin (VS),869,0.14,0.22,0.36,0.28,0.5,0.95
Saint-Maurice,4499,0.2,0.3,0.33,0.17,0.5,0.72
Saint-Oyens,326,0.22,0.25,0.39,0.14,0.49,0.84
Saint-Prex,5451,0.21,0.28,0.37,0.14,0.49,0.63
Saint-Saphorin (Lavaux),377,0.22,0.27,0.36,0.15,0.51,0.79
Saint-Sulpice (VD),3530,0.16,0.33,0.31,0.19,0.51,0.6
Sainte-Croix,4763,0.18,0.24,0.34,0.24,0.5,0.82
Salenstein,1299,0.14,0.22,0.45,0.19,0.5,0.75
Salgesch,1448,0.2,0.25,0.35,0.21,0.5,0.86
Salmsach,1395,0.18,0.3,0.37,0.14,0.5,0.73
Salouf,216,0.16,0.32,0.36,0.16,0.52,0.94
Salvan,1313,0.15,0.27,0.37,0.21,0.49,0.89
Salvenach,551,0.18,0.29,0.39,0.14,0.51,0.9
Samedan,3013,0.16,0.29,0.38,0.17,0.49,0.76
Samnaun,776,0.13,0.31,0.42,0.13,0.52,0.78
San Vittore,754,0.13,0.26,0.43,0.18,0.5,0.8
Sant'Antonino,2371,0.19,0.27,0.37,0.18,0.5,0.72
Sant'Antonio,231,0.12,0.19,0.46,0.23,0.53,0.9
Santa Maria in Calanca,110,0.1,0.15,0.46,0.29,0.48,0.9
Sargans,6074,0.17,0.33,0.33,0.16,0.49,0.75
Sarmenstorf,2766,0.2,0.28,0.37,0.14,0.5,0.87
Sarnen,10230,0.17,0.27,0.37,0.19,0.5,0.86
Sarzens,87,0.23,0.22,0.39,0.16,0.52,0.86
Satigny,4013,0.25,0.26,0.34,0.14,0.5,0.73
Sattel,1888,0.21,0.29,0.37,0.13,0.53,0.88
Saubraz,392,0.27,0.28,0.36,0.1,0.49,0.79
Sauge,828,0.16,0.24,0.36,0.25,0.51,0.85
Saulcy,262,0.16,0.31,0.35,0.18,0.48,0.92
Saules (BE),162,0.25,0.19,0.35,0.21,0.49,0.99
Savigny,3333,0.19,0.25,0.39,0.18,0.49,0.76
Savièse,7249,0.19,0.27,0.35,0.2,0.49,0.87
Savognin,1016,0.15,0.26,0.36,0.23,0.51,0.82
Savosa,2203,0.18,0.25,0.36,0.21,0.48,0.65
Saxeten,96,0.15,0.19,0.39,0.28,0.57,0.98
Saxon,5248,0.21,0.3,0.34,0.15,0.5,0.68
Schaffhausen,35919,0.16,0.3,0.34,0.21,0.48,0.72
Schafisheim,2868,0.19,0.26,0.39,0.16,0.51,0.82
Schangnau,887,0.2,0.26,0.36,0.18,0.51,0.98
Scharans,829,0.19,0.25,0.37,0.2,0.48,0.95
Schattdorf,5058,0.18,0.27,0.36,0.19,0.51,0.92
Schattenhalb,583,0.18,0.2,0.39,0.22,0.49,0.87
Schelten,40,0.22,0.25,0.4,0.12,0.48,0.98
Schenkon,2731,0.19,0.3,0.39,0.13,0.5,0.95
Scherz,637,0.17,0.26,0.39,0.18,0.5,0.9
Scheuren,468,0.21,0.23,0.4,0.16,0.49,0.98
Schiers,2638,0.18,0.29,0.36,0.18,0.5,0.84
Schinznach,2238,0.17,0.23,0.41,0.18,0.5,0.84
Schinznach-Bad,1225,0.16,0.29,0.37,0.18,0.53,0.7
Schlatt (TG),1629,0.19,0.24,0.41,0.16,0.5,0.87
Schlatt (ZH),754,0.26,0.24,0.36,0.15,0.52,0.93
Schlatt-Haslen,1116,0.2,0.33,0.32,0.15,0.53,0.97
Schleinikon,730,0.18,0.28,0.42,0.12,0.52,0.91
Schleitheim,1704,0.18,0.23,0.36,0.24,0.51,0.86
Schlierbach,792,0.27,0.25,0.35,0.13,0.52,0.91
Schlieren,17903,0.18,0.36,0.32,0.14,0.52,0.54
Schlossrued,814,0.17,0.23,0.42,0.18,0.51,0.93
Schlosswil,631,0.19,0.23,0.39,0.19,0.5,0.97
Schluein,563,0.17,0.29,0.38,0.17,0.53,0.81
Schmerikon,3574,0.18,0.27,0.36,0.18,0.5,0.76
Schmiedrued,1181,0.18,0.24,0.42,0.16,0.51,0.91
Schmitten (FR),4055,0.2,0.28,0.37,0.15,0.51,0.89
Schmitten (GR),253,0.11,0.21,0.39,0.3,0.55,0.85
Schneisingen,1310,0.17,0.19,0.42,0.22,0.5,0.9
Schnottwil,1051,0.19,0.25,0.38,0.18,0.49,0.95
Schongau,1004,0.24,0.24,0.39,0.13,0.54,0.95
Schupfart,757,0.16,0.26,0.44,0.14,0.53,0.91
Schwaderloch,660,0.16,0.24,0.44,0.16,0.51,0.79
Schwadernau,654,0.21,0.2,0.4,0.19,0.5,0.93
Schwanden bei Brienz,589,0.14,0.21,0.41,0.25,0.5,0.95
Schwarzenberg,1686,0.2,0.26,0.38,0.15,0.51,0.94
Schwarzenburg,6778,0.17,0.25,0.38,0.2,0.49,0.94
Schwarzhäusern,497,0.2,0.24,0.39,0.17,0.49,0.96
Schwellbrunn,1477,0.21,0.27,0.36,0.16,0.51,0.92
Schwende,2167,0.22,0.29,0.33,0.15,0.51,0.91
Schwendibach,239,0.21,0.26,0.36,0.18,0.55,0.99
Schwerzenbach,5003,0.18,0.32,0.33,0.16,0.5,0.75
Schwyz,14878,0.18,0.29,0.35,0.17,0.5,0.83
Schänis,3715,0.19,0.29,0.37,0.15,0.5,0.89
Schöfflisdorf,1389,0.18,0.23,0.4,0.19,0.49,0.84
Schöftland,4162,0.16,0.29,0.35,0.2,0.49,0.83
Schönenberg (ZH),1884,0.18,0.23,0.4,0.2,0.5,0.88
Schönenbuch,1416,0.18,0.2,0.4,0.22,0.5,0.88
Schönengrund,510,0.21,0.28,0.34,0.17,0.5,0.94
Schönenwerd,4836,0.17,0.28,0.36,0.18,0.5,0.63
Schönholzerswilen,803,0.23,0.26,0.37,0.14,0.52,0.92
Schötz,4095,0.23,0.31,0.34,0.12,0.51,0.84
Schübelbach,8921,0.19,0.33,0.36,0.12,0.5,0.73
Schüpfen,3680,0.17,0.27,0.4,0.16,0.49,0.93
Schüpfheim,4111,0.21,0.28,0.33,0.17,0.5,0.92
Scuol,4642,0.17,0.26,0.37,0.21,0.49,0.79
Seeberg,1426,0.18,0.24,0.39,0.19,0.51,0.95
Seedorf (BE),2967,0.18,0.24,0.39,0.19,0.49,0.94
Seedorf (UR),1816,0.25,0.27,0.34,0.14,0.51,0.94
Seegräben,1398,0.2,0.28,0.38,0.14,0.5,0.83
Seehof,68,0.16,0.29,0.34,0.21,0.57,0.99
Seelisberg,679,0.16,0.17,0.44,0.22,0.5,0.85
Seengen,3775,0.2,0.25,0.39,0.16,0.49,0.89
Seewen,998,0.16,0.21,0.43,0.2,0.5,0.91
Seewis im Prättigau,1385,0.2,0.25,0.37,0.18,0.49,0.9
Seftigen,2188,0.18,0.26,0.39,0.17,0.49,0.94
Seltisberg,1309,0.17,0.2,0.38,0.24,0.47,0.93
Selzach,3220,0.19,0.24,0.37,0.2,0.5,0.87
Sembrancher,964,0.19,0.29,0.35,0.17,0.51,0.81
Sementina,3103,0.18,0.25,0.35,0.22,0.5,0.76
Sempach,4171,0.22,0.27,0.36,0.14,0.5,0.92
Semsales,1398,0.22,0.29,0.35,0.14,0.5,0.87
Senarclens,439,0.23,0.25,0.36,0.16,0.5,0.86
Sennwald,5194,0.18,0.3,0.38,0.14,0.53,0.71
Senèdes,152,0.21,0.23,0.36,0.2,0.54,0.94
Seon,4869,0.19,0.28,0.36,0.17,0.49,0.76
Sergey,144,0.22,0.28,0.4,0.11,0.53,0.9
Serravalle,2075,0.18,0.24,0.33,0.24,0.52,0.92
Servion,1890,0.22,0.26,0.39,0.14,0.49,0.82
Sessa,682,0.17,0.21,0.4,0.23,0.48,0.8
Seuzach,7240,0.17,0.26,0.35,0.22,0.5,0.87
Sevelen,4812,0.19,0.31,0.36,0.14,0.51,0.63
Siblingen,834,0.17,0.24,0.38,0.2,0.5,0.87
Sierre,16543,0.18,0.29,0.34,0.2,0.49,0.68
Siglistorf,644,0.19,0.25,0.44,0.12,0.51,0.81
Signau,2714,0.19,0.25,0.36,0.2,0.5,0.95
Signy-Avenex,482,0.21,0.22,0.38,0.19,0.49,0.73
Sigriswil,4669,0.13,0.2,0.38,0.29,0.48,0.9
Silenen,2164,0.16,0.26,0.39,0.19,0.55,0.88
Sils im Domleschg,923,0.19,0.26,0.35,0.2,0.5,0.84
Sils im Engadin/Segl,768,0.16,0.28,0.39,0.17,0.49,0.61
Silvaplana,1067,0.11,0.28,0.39,0.22,0.48,0.66
Simplon,327,0.1,0.3,0.39,0.21,0.46,0.99
Sins,4216,0.23,0.27,0.37,0.13,0.51,0.81
Sion,33289,0.18,0.31,0.33,0.19,0.48,0.73
Sirnach,7548,0.19,0.3,0.36,0.15,0.51,0.77
Siselen,584,0.17,0.24,0.39,0.2,0.51,0.89
Sisikon,397,0.2,0.31,0.33,0.15,0.54,0.84
Sissach,6469,0.17,0.3,0.35,0.17,0.49,0.84
Sisseln,1517,0.19,0.26,0.42,0.14,0.53,0.78
Siviriez,2230,0.22,0.3,0.34,0.14,0.5,0.86
Soazza,353,0.1,0.2,0.39,0.32,0.54,0.81
Sobrio,80,0.16,0.15,0.44,0.25,0.51,0.95
Solothurn,16542,0.14,0.34,0.34,0.19,0.48,0.8
Sommeri,521,0.19,0.28,0.38,0.15,0.48,0.9
Sonceboz-Sombeval,1917,0.22,0.27,0.33,0.17,0.51,0.83
Sonogno,91,0.19,0.19,0.34,0.29,0.44,0.96
Sonvilier,1238,0.24,0.29,0.31,0.17,0.5,0.88
Soral,761,0.22,0.26,0.33,0.2,0.49,0.8
Sorengo,1928,0.16,0.36,0.31,0.18,0.44,0.6
Sorens,1066,0.22,0.28,0.37,0.13,0.51,0.87
Sorvilier,265,0.16,0.25,0.37,0.22,0.51,0.9
Soubey,134,0.13,0.12,0.45,0.3,0.57,0.96
Soyhières,495,0.16,0.27,0.39,0.18,0.48,0.81
Speicher,4178,0.18,0.25,0.37,0.2,0.49,0.89
Spiez,12555,0.16,0.23,0.38,0.23,0.49,0.91
Spiringen,848,0.22,0.25,0.38,0.15,0.52,0.98
Splügen,384,0.1,0.24,0.38,0.28,0.5,0.87
Spreitenbach,11040,0.21,0.33,0.33,0.13,0.51,0.49
St. Antoni,1936,0.17,0.25,0.41,0.17,0.51,0.95
St. Antönien,337,0.22,0.21,0.38,0.19,0.51,0.96
St. Gallen,75291,0.16,0.36,0.31,0.17,0.49,0.7
St. Margrethen,5777,0.18,0.31,0.35,0.16,0.51,0.53
St. Moritz,5232,0.13,0.28,0.39,0.2,0.5,0.58
St. Niklaus,2291,0.19,0.26,0.38,0.17,0.5,0.91
St. Silvester,966,0.18,0.23,0.4,0.19,0.5,0.95
St. Stephan,1342,0.17,0.28,0.34,0.22,0.52,0.91
St. Ursen,1294,0.17,0.28,0.38,0.17,0.5,0.93
Stabio,4540,0.19,0.24,0.39,0.17,0.5,0.77
Stadel,2159,0.19,0.26,0.4,0.15,0.49,0.88
Staffelbach,1065,0.17,0.27,0.4,0.15,0.51,0.92
Stalden (VS),1093,0.15,0.26,0.37,0.21,0.48,0.93
Staldenried,544,0.15,0.28,0.38,0.2,0.51,0.98
Stallikon,3297,0.18,0.23,0.42,0.16,0.5,0.81
Stans,8206,0.17,0.28,0.36,0.18,0.5,0.88
Stansstad,4381,0.12,0.25,0.4,0.23,0.51,0.85
Starrkirch-Wil,1699,0.2,0.24,0.38,0.18,0.51,0.86
Staufen,2750,0.18,0.26,0.37,0.18,0.5,0.85
Steckborn,3664,0.16,0.24,0.38,0.21,0.51,0.75
Steffisburg,15700,0.16,0.27,0.35,0.21,0.48,0.9
Steg-Hohtenn,1566,0.16,0.24,0.4,0.2,0.5,0.9
Stein (AG),3120,0.17,0.31,0.37,0.15,0.51,0.6
Stein (AR),1387,0.2,0.27,0.35,0.18,0.5,0.95
Stein am Rhein,3335,0.16,0.23,0.37,0.24,0.49,0.77
Steinach,3471,0.18,0.27,0.35,0.2,0.51,0.76
Steinen,3293,0.21,0.27,0.38,0.14,0.5,0.92
Steinerberg,911,0.22,0.26,0.37,0.16,0.53,0.92
Steinhausen,9427,0.18,0.28,0.38,0.16,0.5,0.77
Steinmaur,3393,0.17,0.31,0.35,0.17,0.51,0.76
Stetten (AG),2013,0.21,0.32,0.36,0.12,0.49,0.79
Stetten (SH),1327,0.22,0.23,0.38,0.17,0.5,0.79
Stettfurt,1163,0.23,0.21,0.42,0.14,0.5,0.92
Stettlen,3005,0.17,0.25,0.39,0.19,0.49,0.88
Stocken-Höfen,971,0.19,0.27,0.4,0.14,0.5,0.96
Strengelbach,4655,0.18,0.27,0.38,0.17,0.51,0.75
Studen (BE),3107,0.18,0.29,0.37,0.17,0.49,0.84
Stäfa,13954,0.17,0.23,0.38,0.22,0.49,0.82
Stüsslingen,1043,0.17,0.25,0.39,0.19,0.49,0.93
Subingen,3057,0.19,0.26,0.39,0.15,0.49,0.83
Suchy,525,0.25,0.31,0.33,0.11,0.51,0.87
Sufers,128,0.18,0.25,0.3,0.27,0.5,0.98
Suhr,9786,0.2,0.3,0.35,0.15,0.48,0.69
Sulgen,3659,0.18,0.3,0.35,0.17,0.5,0.76
Sullens,907,0.2,0.24,0.39,0.17,0.49,0.87
Sumiswald,5032,0.18,0.26,0.36,0.2,0.5,0.94
Sumvitg,1239,0.16,0.23,0.36,0.25,0.5,0.95
Sur,68,0.07,0.24,0.29,0.4,0.5,0.82
Surpierre,332,0.18,0.27,0.37,0.18,0.49,0.91
Sursee,9388,0.16,0.34,0.32,0.17,0.49,0.85
Suscévaz,199,0.17,0.27,0.35,0.21,0.5,0.89
Sutz-Lattrigen,1410,0.2,0.22,0.4,0.18,0.47,0.94
Syens,122,0.2,0.27,0.38,0.16,0.58,0.71
Sâles,1444,0.24,0.3,0.34,0.12,0.49,0.91
Sévaz,250,0.25,0.24,0.4,0.11,0.5,0.78
Sévery,223,0.21,0.26,0.39,0.13,0.5,0.9
Tafers,3253,0.19,0.29,0.34,0.18,0.5,0.86
Tamins,1226,0.15,0.28,0.39,0.18,0.51,0.85
Tannay,1620,0.25,0.21,0.38,0.16,0.49,0.63
Tartegnin,228,0.23,0.21,0.38,0.18,0.46,0.77
Tavannes,3571,0.2,0.28,0.36,0.16,0.5,0.78
Tecknau,860,0.2,0.3,0.36,0.15,0.5,0.71
Tegerfelden,1137,0.2,0.26,0.39,0.15,0.51,0.85
Tenero-Contra,2785,0.18,0.24,0.35,0.22,0.49,0.74
Tenniken,893,0.16,0.25,0.4,0.18,0.48,0.9
Tentlingen,1282,0.17,0.3,0.37,0.16,0.51,0.91
Termen,877,0.19,0.28,0.36,0.17,0.49,0.92
Terre di Pedemonte,2609,0.19,0.21,0.38,0.22,0.48,0.88
Teufen (AR),6107,0.16,0.26,0.36,0.21,0.5,0.89
Teufenthal (AG),1564,0.17,0.27,0.38,0.18,0.51,0.76
Teuffenthal (BE),162,0.2,0.23,0.35,0.22,0.47,0.97
Thal,6425,0.18,0.26,0.38,0.17,0.51,0.78
Thalheim (AG),797,0.16,0.26,0.38,0.2,0.51,0.94
Thalheim an der Thur,915,0.22,0.21,0.42,0.15,0.52,0.9
Thalwil,17629,0.18,0.27,0.36,0.18,0.49,0.73
Thayngen,5227,0.17,0.26,0.37,0.2,0.5,0.79
Therwil,9986,0.19,0.22,0.37,0.21,0.49,0.83
Thierachern,2458,0.21,0.24,0.37,0.18,0.49,0.96
Thun,43292,0.15,0.28,0.35,0.22,0.47,0.87
Thundorf,1416,0.21,0.27,0.38,0.15,0.51,0.92
Thunstetten,3199,0.19,0.26,0.37,0.18,0.51,0.83
Thusis,2994,0.18,0.27,0.36,0.19,0.51,0.69
Thônex,13968,0.19,0.27,0.35,0.18,0.48,0.66
Thörigen,1064,0.16,0.27,0.38,0.19,0.51,0.94
Thürnen,1393,0.18,0.27,0.37,0.18,0.51,0.81
Tinizong-Rona,320,0.11,0.28,0.38,0.23,0.51,0.78
Titterten,419,0.15,0.22,0.41,0.22,0.49,0.92
Tobel-Tägerschen,1510,0.21,0.29,0.36,0.13,0.5,0.86
Toffen,2536,0.17,0.24,0.38,0.21,0.49,0.92
Tolochenaz,1815,0.2,0.29,0.38,0.14,0.49,0.7
Torny,883,0.24,0.3,0.33,0.14,0.51,0.91
Torricella-Taverne,3070,0.19,0.26,0.38,0.18,0.49,0.72
Trachselwald,980,0.2,0.24,0.38,0.18,0.52,0.96
Tramelan,4390,0.2,0.27,0.33,0.21,0.5,0.85
Trasadingen,603,0.21,0.18,0.46,0.16,0.51,0.76
Treiten,427,0.18,0.23,0.4,0.19,0.52,0.93
Trey,264,0.24,0.24,0.38,0.14,0.48,0.92
Treycovagnes,473,0.17,0.32,0.4,0.11,0.48,0.87
Treytorrens (Payerne),119,0.22,0.2,0.37,0.21,0.52,0.97
Treyvaux,1441,0.22,0.27,0.37,0.15,0.51,0.89
Triengen,4462,0.21,0.3,0.35,0.14,0.51,0.75
Trient,178,0.16,0.3,0.36,0.17,0.52,0.83
Trimbach,6434,0.18,0.29,0.34,0.2,0.49,0.64
Trimmis,3071,0.18,0.27,0.38,0.16,0.51,0.92
Trin,1276,0.18,0.26,0.39,0.18,0.51,0.85
Trogen,1699,0.19,0.25,0.39,0.16,0.51,0.9
Troinex,2329,0.22,0.26,0.36,0.16,0.5,0.79
Troistorrents,4452,0.2,0.27,0.37,0.17,0.5,0.87
Trub,1346,0.21,0.24,0.36,0.19,0.53,0.98
Trubschachen,1413,0.18,0.23,0.35,0.24,0.5,0.93
Trun,1205,0.15,0.25,0.36,0.25,0.49,0.92
Truttikon,463,0.23,0.19,0.4,0.17,0.48,0.95
Trélex,1425,0.25,0.2,0.41,0.14,0.49,0.72
Trüllikon,1011,0.17,0.23,0.38,0.21,0.52,0.91
Tschappina,128,0.15,0.2,0.43,0.22,0.51,0.95
Tschiertschen-Praden,306,0.13,0.27,0.36,0.24,0.51,0.93
Tschugg,440,0.18,0.26,0.4,0.17,0.49,0.81
Tuggen,3224,0.18,0.31,0.37,0.14,0.51,0.85
Tujetsch,1359,0.14,0.24,0.38,0.23,0.52,0.86
Turbenthal,4444,0.2,0.26,0.38,0.16,0.5,0.82
Turgi,2961,0.18,0.34,0.35,0.13,0.5,0.62
Turtmann-Unterems,1110,0.15,0.3,0.37,0.18,0.47,0.9
Twann-Tüscherz,1119,0.12,0.22,0.41,0.25,0.49,0.9
Tägerig,1427,0.22,0.26,0.37,0.15,0.5,0.85
Tägertschi,393,0.2,0.25,0.42,0.12,0.5,0.95
Tägerwilen,4336,0.2,0.28,0.38,0.15,0.5,0.64
Täsch,1235,0.2,0.33,0.37,0.1,0.51,0.46
Täuffelen,2690,0.18,0.2,0.39,0.23,0.49,0.92
Tévenon,760,0.18,0.25,0.38,0.19,0.48,0.86
Törbel,476,0.15,0.27,0.41,0.17,0.51,0.97
Tübach,1338,0.22,0.26,0.34,0.18,0.51,0.89
Udligenswil,2262,0.21,0.24,0.39,0.16,0.49,0.9
Ueberstorf,2376,0.2,0.25,0.39,0.17,0.51,0.97
Uebeschi,674,0.23,0.25,0.33,0.19,0.51,0.98
Ueken,881,0.22,0.24,0.41,0.13,0.51,0.86
Uerkheim,1347,0.17,0.24,0.43,0.16,0.5,0.91
Uesslingen-Buch,1085,0.18,0.27,0.39,0.15,0.52,0.93
Uetendorf,6006,0.17,0.23,0.38,0.22,0.49,0.93
Uetikon am See,5960,0.2,0.22,0.4,0.19,0.49,0.82
Uezwil,456,0.2,0.25,0.41,0.14,0.5,0.9
Ufhusen,876,0.21,0.28,0.35,0.16,0.52,0.95
Uitikon,3962,0.18,0.18,0.4,0.23,0.5,0.85
Ulmiz,405,0.2,0.21,0.44,0.16,0.51,0.96
Unterbäch,404,0.16,0.26,0.37,0.21,0.49,0.96
Untereggen,1033,0.24,0.23,0.41,0.13,0.52,0.94
Unterengstringen,3568,0.16,0.26,0.39,0.2,0.5,0.77
Unterentfelden,4063,0.19,0.28,0.34,0.19,0.5,0.76
Unteriberg,2319,0.18,0.28,0.37,0.16,0.51,0.94
Unterkulm,2919,0.18,0.27,0.36,0.18,0.49,0.72
Unterlangenegg,914,0.17,0.27,0.37,0.19,0.49,0.98
Unterlunkhofen,1290,0.18,0.26,0.42,0.15,0.5,0.89
Unterramsern,211,0.18,0.28,0.41,0.13,0.45,0.96
Unterschächen,704,0.22,0.31,0.34,0.14,0.53,0.98
Unterseen,5690,0.15,0.26,0.38,0.21,0.48,0.84
Untersiggenthal,7103,0.19,0.29,0.35,0.17,0.51,0.71
Unterstammheim,894,0.21,0.25,0.37,0.17,0.5,0.89
Untervaz,2429,0.21,0.27,0.37,0.14,0.5,0.89
Unterägeri,8477,0.19,0.24,0.38,0.18,0.5,0.75
Urdorf,9629,0.18,0.29,0.33,0.19,0.49,0.77
Urmein,135,0.12,0.2,0.3,0.38,0.54,0.93
Urnäsch,2230,0.2,0.27,0.34,0.18,0.52,0.9
