idVotation,votation,id,municipality,date,bulletins,valables,inscrit,non,oui,percentage_oui,participation
5900,Initiative «Pour des allocations pour enfant exonérées de l'impôt»,CH,Suisse,2015-03-08,2210891,2187904,5254965,1650109,537795,24.58,42.07
5910,Initiative «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'én,CH,Suisse,2015-03-08,2210121,2185731,5254965,2010326,175405,8.03,42.06
5920,Procréation médicalement assistée et génie génétique dans le domaine huma,CH,Suisse,2015-06-14,2290993,2224478,5265120,846865,1377613,61.93,43.51
5930,Initiative sur les bourses d'études,CH,Suisse,2015-06-14,2287555,2222195,5265120,1611911,610284,27.46,43.45
5940,Initiative «Imposer les successions de plusieurs millions»,CH,Suisse,2015-06-14,2301320,2271833,5265120,1613982,657851,28.96,43.71
5950,Loi sur la radio et la télévision (redevance radio/TV),CH,Suisse,2015-06-14,2297963,2253395,5265120,1124873,1128522,50.08,43.65
